,직무중분류,직무소분류,채용공고명,채용기한,해시태그,채용공고상세_text,채용공고상세_img,채용공고상세_url,고용형태,경력,근무지역,학력,급여조건,우대사항,회사명,회사규모,회사분야,복리후생,출처
78,웹프로그래머,PHP,SW(자동화 장비 제어 프로그래머) - 주임대리급,채용시,"응용프로그래머, 기술영업, 웹프로그래머, 시스템프로그래머","BM PHR SW(자동화 장비 제어 프로그래머)  주임/대리급 모집부문 및 자격요건  담당업무 자격요건 인원  [근무부서 및 직급/직책]  SW(자동화 장비 제어 프로그래머 -주임/대리급  [자격요건] 경력사항: 경력(3년 이상 7년 이하) 학력사항: 대학교(4년)졸업 이상  -  경력 3년 이상 7년 이내 -   C/C++ 프로그램 능력 -   자동화 장비 제어(PC 기반) -   머신 비전 경험자 우대 (Align 등) 0 명 근무조건 고용형태: 정규직 급여조건: 연봉 회사내규 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 이력서, 자기소개서 접수방법 채용시 마감  접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",https://i.incru.it/jobTemplet/temp2018/img/temp_slogan.png,,정규직,경력3~7년,"서울 > 전지역, 송파구",대졸이상,회사내규,,BM PHR,중소기업 (사원수 20명),용역·인력알선,"(05855) 서울특별시 송파구 법원로 92 909호(문정동,파트너스1)",https://job.incruit.com/jobdb_info/jobpost.asp?job=2201110004149
79,웹프로그래머,PHP,국내 유명 어학원 PHP 프로그래머 경력직 채용,채용시,웹프로그래머,"(주)커리어앤스카우트 국내 유명 어학원 PHP 프로그래머 경력직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 - 웹 서비스 Backend 설계 및 개발 - 자사 웹사이트 개발 및 유지관리 - 백오피스 개발 및 유지관리 - CI/라라벨(PHP) 웹프레임워크 개발 경험을 보유한 분 - 컴퓨터공학계열 전공 졸업자 및 졸업예정자 또는 SW 개발 교육기관 이수자 - AWS(Amazon Web Services) 환경에서 시스템 운영 경험이 있는 분 - 대용량 데이터 / 트래픽 처리 경험이 있는 분 - Memcached / Redis 등 인 메모리 데이터 스토어 사용경험 - 보안에 대한 이해가 있는 분 1 명 근무조건 고용형태: 정규직 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 이력서, 자기소개서 접수방법 채용시 접수방법: 이메일 접수(******@*******.***) 접수양식: 인크루트 이력서, 자유양식 기타 유의사항 온라인 지원이 아닌 메일주소(******@*******.***)로 자유양식 워드 이력서를 발송해주시길 바랍니다. 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다. 커리어앤스카우트는 국제 표준 기구에서 규정한 ISO 9001 품질경영 인증 헤드헌팅 전문기업입니다.  커리어앤스카우트 헤드헌팅은 검증된 후보자를 추천하는 것으로 공채 지원보다 유리합니다. 타 서치펌을 통한 추천 및 자체 입사지원을 하셨다면 반드시 커리어앤스카우트에 알려주시길 바랍니다. 허위 사실 기재시 채용 취소 및 민, 형사상 손해배상의 모든 책임은 지원자에게 있음을 알려드립니다. 지원 의사가 없더라도 최신 이력을 보내주시면 시스템 등록 후 추후 포지션 발생시 연락드리겠습니다. 인재 추천을 진행하시는 기업의 채용 담당자는 유사 직무 헤드헌팅 요청시 메일주소(******@*******.***)로 문의해주시길 바랍니다.   ",https://i.incru.it/jobTemplet/temp2018/img/temp_slogan.png,,정규직,경력2년이상,서울 > 강남구,초대졸,협의,,(주)커리어앤스카우트,중소기업 (사원수 41명),용역·인력알선,"주5일근무, 연차, 월차, 보건휴가, 경조휴가, 창립일휴무, 반차, 육아휴직, 산전/후 휴가...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2111180004766
80,웹프로그래머,PHP,인플루언서 마케팅 회사 프론트엔드/백엔드개발 각각 모집,채용시,"웹프로그래머, 응용프로그래머, 통신·모바일","【 진행포지션 】 1. 프론트엔드 개발 2. 백엔드 개발  1. 프론트엔드 개발  【 업무내용 】 -  웹/모바일 웹 UX/UI 개발 (프론트 및 백오피스, 애드센터, CRM)  【 자격요건 】 - 프론트엔드 개발 경력 3년 이상인 분 - HTML/CSS를 작성하고 활용 가능한 분 - AngularJS, Angular, Vue.js 세 가지 프레임워크 중 1개 이상의 프레임워크에 대한 경험이 있는 분 - 웹 표준, 웹 접근성, 반응형 웹에 대한 지식이 있는 분 - 논리적이고 원활한 커뮤니케이션 능력으로 다양한 분야의 사람과 협업이 가능한 분  【 우대사항 】 - x-javascript에 대한 지식과 경험이 있는 분 - 웹표준을 준수하며 Cross-browser Scripting 및 Markup 가능한 분 - Git/Gitlab 활용이 가능한 분 - Jira, Confluence 등 협업툴 사용 경험이 있는 분  2. 백엔드 개발  【 업무내용 】 - 웹/앱 서비스의 백엔드 시스템의 디자인 및 개발 - 플랫폼화를 위한 API 개발  【 자격요건 】 - PHP 개발 3년 이상 경험이 있는 분 - RDBMS 개발 경험을 보유하신 분 - RESTfull API 설계 경험이 있는 분  【 우대사항 】 - 프레임워크(laravel, symfony, ci) 경험이 있는 분 - Git, 이슈트래커 등 협업 경험이 있는 분 - AWS 지식 및 경험이 있는 분 - 컨테이너 및 DevOps 솔루션 (Docker, Kubernetes, EKS 등) 지식 및 경험이 있는 분 - 엘라스틱서치/솔라 서버, 빅데이터 관련 경험이 있는 분  【 전형절차 】 - 1,2차 면접 및 연봉협상  【 제출서류 】 - 이력서, 자기소개서, 경력기술서  【 회사위치 】 - 서울  【 문의사항 】 - 헬로서치 김형기 이사 02-579-4234, 010-6302-8241 - ******@*******.***",,,정규직,경력3년이상,서울 > 강남구,학력무관,협의,,(주)헬로서치,중소기업 (사원수 21명),용역·인력알선,"주5일근무, 연차, 창립일휴무, 국민연금, 의료보험, 산재보험, 고용보험, 자기개발지원, ...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2111040003944
81,웹프로그래머,PHP,[성장세AI기술기업] 서비스개발자,채용시,"웹프로그래머, 데이터베이스·DBA","[성장세AI기술기업] 서비스개발자  안녕하십니까, 탑앤스카우트 박혜진입니다. 하기와 같이 [성장세AI기술기업] 서비스개발 경력직을 채용하고자 하오니 관심 있는 분의 많은 지원 바랍니다.  [기업안내]   - 주요 사업: AI 기반 서류평가, 표절검사 서비스 운영    - 근무지: 서울 성동구  [주요 업무]   - 웹서비스 개발, 설계, 운영     [지원자격]   - 유관 업계 경력 4년 이상 (웹 풀스택)   - 전공: 컴퓨터 관련학    - 한 가지 이상의 언어에 능숙한 분(JAVA, PHP, C, PYTHON)   - MySQL(Maria DB)등 RDBMS 기본 지식  [우대사항]   - 컴퓨터관련 자격증 소지자(정보처리기사, DB, 프로그래밍 등)   - 대용량 트래픽/데이터 처리 서비스 개발 및 운영 경험   - 웹사이트 성능 측정 및 최적화 경험   - 빌드/테스트/배포 자동화 경험  [전형방법]   - 1차 서류전형 > 2차 면접전형 > 최종합격  [제출서류]   - 이력서 (경력기술서 및 자기소개서 포함)   - 그 외 증빙서류는 입사 후 제출  [연락처]   - 담당자: 박혜진 컨설턴트   - 연락처: 02-6959-2837   - E-mail: ******@*******.***",,,정규직,경력4년이상,서울 > 성동구,대졸이상,협의,,(주)탑앤스카우트,중소기업 (사원수 25명),용역·인력알선,"주5일근무, 연차, 반차, 육아휴직, 산전/후 휴가, 국민연금, 의료보험, 산재보험, 고용보...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2105270003528
82,웹프로그래머,PHP,PHP(codeigniter) 기반 웹 솔루션 개발,채용시,웹프로그래머,"------------------------------------------------------- PHP (Codeigniter) 기반 웹 솔루션 개발 ------------------------------------------------------- 1. 채용회사 : 국내 유명 기독교 방송사 자회사 2. 담당업무 - 자사 Web 서비스 및 Builder - 솔루션 개발 및 유지보수 - PHP(Codeigniter) 기반 웹 솔루션 개발 3. 자격요건 - 관련경력 3년~5년 - PHP, MYSQL - Codeigniter, CIBoard 유경험 - HTML, CSS, JavaScript, JQuery 4. 제출서류 : 국문이력서 (MS Word파일; 사진 필, 상세경력기술서 + 자기소개서 포함 -> 하나의 파일로 제출) 5. 근무위치 : 노량진 6. 특이사항 (복리후생) - 4대보험 - 장기근속자 포상 - 각종 경조금 - 연봉제 (1년단위갱신) - 출산축하금/출산용품지급 - 안식휴가제도(연차휴가별도) - 명절선물지급 - 우수사원포상 - 패스트캠퍼스 교육지원 - 사내도서관 운영 - 생일상품권 지급 - 직원휴게실/카페 운영 본 채용건에 대하여 궁금한 사항은 아래 연락처로 문의주시면 자세하게 설명드리겠습니다. ----------------------------------------------------------- HRcores 이한기 이사 | 02-6959-0309 | ******@*******.*** -----------------------------------------------------------",,,정규직,경력3~5년,서울 > 동작구,학력무관,회사내규,,에이치알코어스,중소기업 (사원수 9명),용역·인력알선,"주5일근무, 연차, 월차, 보건휴가, 경조휴가, 창립일휴무, 국민연금, 의료보험, 산재보험...",https://job.incruit.com/jobdb_info/jobpost.asp?job=2107260005578
83,웹프로그래머,PHP,[공기업]정보시스템분야 IT운영실장 (15년차 이상),채용시,"빅데이터·AI(인공지능), 웹프로그래머, 네트워크·서버·보안","세계적으로 유명한 미국의 Executive Search 회사인 Legal Futures, Drake International 등과 제휴를 맺고 해외의 고급 인재를 알선해서 공급하는 Recruiting 전문업체로 www.everbrain.com 입니다. * 사전에 기업명 오픈드리지 않습니다.  이력서 제출한 적합후보군에 한하여, 기업명 안내 드리고 있습니다.  IT운영실장 정보시스템 안정적 운영, IT기반 업무프로세스 혁신 등  ○ IT운영 종합계획 수립 및 총괄  ○ 정보시스템 설비도입ž구축ž운영ž유지보수 및 관리  ○ 정보시스템 개발ž운영ž유지보수  ○ 전사 DB, 데이터 표준화 설계 및 관리, ERP 시스템 관리  ○ ERP 변화관리ž교육ž개발ž운영 및 유지보수  ○ 정보화교육 및 이용자 지원 관련 업무 ○ 공공데이터 개방, 데이터기반행정 업무  ○ 지식경영 관련 업무 수행 등  ○ IT자산관리 및 IT시스템 보안업무 협조 및 수행 정보시스템 총괄ž운영 경험 및 지식 ○ 정보화 계획 수립/관리, 정보자산 관리에 대한 기본 지식  ○ 정보시스템 구축/운영/유지관리에 대한 기본 지식 ○ 전력 및 에너지산업 전반에 대한 폭넓은 경험과 전문 지식 [우대사항] ○ 공공기관 또는 대기업 수준 정보시스템분야 관리자 직위 (공공기관 부장급 이상, 민간기관은 이에 준하는 직위) 2년 이상 ○ ICT 경력 15년 이상 근무지 : 경북 경주시 / 연봉 1억 이상 전문 계약직 (2년단위) => 1년씩 3번 추가 연장 가능 description 실제 서류전형 후보자님에 한하여 기업명 안내 드리고 있습니다. 지원자 개념 X Consultant 김신애 차장 / Emily Kim Consultant 링크드인 www.linkedin.com/in/emily-kim-15b782141 네이버 폼 간편 지원 http://naver.me/GYv4iSpa (이력서 첨부가능) 카카오톡 간단문의 채팅창 https://open.kakao.com/o/sFi2HT8 Email: ******@*******.*** Web www.everbrain.com",https://cafefiles.pstatic.net/MjAxNzA2MjZfMjg4/MDAxNDk4NDQ1NTIwODA3.dsJF7SNtvdHFgRURHvsOkNSkjmYIwcn2ZAKupuAMzHEg.vCPehlC1d_vS0f0fz7kaY8GUjGL1l8GZ_zjl5fsc9pkg.JPEG.suncream707/%EC%97%90%EB%B2%84%EB%B8%8C%EB%A0%88%EC%9D%B8_%EB%A1%9C%EA%B3%A0.jpg,,"계약직 [근무기간: 협의, 수습기간: 24개월 | 정규직 전환검토]",신입/경력16~25년,경북 > 경주시,대졸,연봉 1억원 이상,,에버브레인컨설팅(주),중소기업 (사원수 25명),용역·인력알선,"연차, 국민연금, 의료보험, 산재보험, 고용보험, 자기개발지원, 퇴직금",https://job.incruit.com/jobdb_info/jobpost.asp?job=2106020001728
84,웹프로그래머,PHP,[공기업] IT운영실장 (15년차 이상),채용시,"빅데이터·AI(인공지능), 웹프로그래머, 네트워크·서버·보안","세계적으로 유명한 미국의 Executive Search 회사인 Legal Futures, Drake International 등과 제휴를 맺고 해외의 고급 인재를 알선해서 공급하는 Recruiting 전문업체로 www.everbrain.com 입니다. * 사전에 기업명 오픈드리지 않습니다.  이력서 제출한 적합후보군에 한하여, 기업명 안내 드리고 있습니다.  IT운영실장 정보시스템 안정적 운영, IT기반 업무프로세스 혁신 등  ○ IT운영 종합계획 수립 및 총괄  ○ 정보시스템 설비도입ž구축ž운영ž유지보수 및 관리  ○ 정보시스템 개발ž운영ž유지보수  ○ 전사 DB, 데이터 표준화 설계 및 관리, ERP 시스템 관리  ○ ERP 변화관리ž교육ž개발ž운영 및 유지보수  ○ 정보화교육 및 이용자 지원 관련 업무 ○ 공공데이터 개방, 데이터기반행정 업무  ○ 지식경영 관련 업무 수행 등  ○ IT자산관리 및 IT시스템 보안업무 협조 및 수행 정보시스템 총괄ž운영 경험 및 지식 ○ 정보화 계획 수립/관리, 정보자산 관리에 대한 기본 지식  ○ 정보시스템 구축/운영/유지관리에 대한 기본 지식 ○ 전력 및 에너지산업 전반에 대한 폭넓은 경험과 전문 지식 [우대사항] ○ 공공기관 또는 대기업 수준 정보시스템분야 관리자 직위 (공공기관 부장급 이상, 민간기관은 이에 준하는 직위) 2년 이상 ○ ICT 경력 15년 이상 근무지 : 경북 경주시 / 연봉 1억 이상 전문 계약직 (2년단위) => 1년씩 3번 추가 연장 가능 description 실제 서류전형 후보자님에 한하여 기업명 안내 드리고 있습니다. 지원자 개념 X Consultant 김신애 차장 / Emily Kim Consultant 링크드인 www.linkedin.com/in/emily-kim-15b782141 네이버 폼 간편 지원 http://naver.me/GYv4iSpa (이력서 첨부가능) 카카오톡 간단문의 채팅창 https://open.kakao.com/o/sFi2HT8 Email: ******@*******.*** Web www.everbrain.com",https://cafefiles.pstatic.net/MjAxNzA2MjZfMjg4/MDAxNDk4NDQ1NTIwODA3.dsJF7SNtvdHFgRURHvsOkNSkjmYIwcn2ZAKupuAMzHEg.vCPehlC1d_vS0f0fz7kaY8GUjGL1l8GZ_zjl5fsc9pkg.JPEG.suncream707/%EC%97%90%EB%B2%84%EB%B8%8C%EB%A0%88%EC%9D%B8_%EB%A1%9C%EA%B3%A0.jpg,,"계약직 [근무기간: 협의, 수습기간: 24개월 | 정규직 전환검토]",신입/경력15~25년,경북 > 경주시,대졸,연봉 1억원 이상,,에버브레인컨설팅(주),중소기업 (사원수 25명),용역·인력알선,"연차, 국민연금, 의료보험, 산재보험, 고용보험, 자기개발지원, 퇴직금",https://job.incruit.com/jobdb_info/jobpost.asp?job=2105280001397
85,웹프로그래머,PHP,PHP 경력 정규직 채용,채용시,웹프로그래머,"PHP 경력 정규직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] - 자사몰 쇼핑몰 솔루션 개발 및 서비스 추가 -  물류시스템 개발 -  인프라 자동화 및 퍼포먼스 개선 -  AWS 기반 인프라 기획 및 운영 -  클라우드로의 이전  [자격요건] - 라라벨 및 코드이그나이터 기반으로 구현합니다. 구현된 코드는 베엄메탈 서버 및 aws 람다 위에서 구동 됩니다. - 모던 php 를 선호합니다. - 새로운 기술 및 아키텍쳐도 중요하지만, 간결한 코드를 지향합니다.   현재 서버애플리케이션은 도메인별로 분리하여 라라벨로 이전하고 있으며, aws람다를 이용하여 서버리스 애플리케이션으로 운영할 수 있도록 구현하고 있습니다.  - 일부 서비스는 이미 aws 람다위에 올라가 구동중이며 - 배포 프로세스는 정리되어 cli명령어로 배포 할 수 있는 상태입니다.    [자격요건] 경력사항: 경력(2년 이상 10년 이하) 학력사항: 대학교(4년)졸업 이상 직무기술: php개발, PHP개발자, lalarvel, codeigniter  3 명 근무조건 고용형태: 정규직 급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단계: 서류전형 > 면접진행 > 최종심사 > 최종합격 추가 제출서류 이력서에 연락처, 희망연봉 기재 제출한 서류는 일체 반환하지 않음 이력서, 자기소개서 서류전형, 면접전형 접수방법 2021-05-09 (일) 23시59분까지 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다.",https://i.incru.it/jobTemplet/temp2018/img/temp_slogan.png,,정규직,경력2~10년,"서울 > 영등포구, 중구, 재택근무",대졸이상,협의,,리뉴피플(주),중소기업,용역·인력알선,"주5일근무, 인센티브, 우수사원포상, 장기근속자포상, 식대지원, 교통지원",https://job.incruit.com/jobdb_info/jobpost.asp?job=2104090003829
86,웹프로그래머,PHP,PHP 웹프로그래머 모집,~07.16 (일),"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] - PHP, my_sql 가능자 - 웹프로그램 개발/ 유지보수  [근무시간 및 형태] 주 5일 근무 09:00 ~ 18:00 주소정근로시간 : 40시간   [급여조건] - 연봉 40000000원 이상 - 상여금 : 100% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망",,,정규직,신입/경력(연차무관),전북 > 전주시 덕진구,학력무관,연봉 4000만원 ~ 0만원,공학계열,통큰세상,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306290002110
87,웹프로그래머,PHP,PHP 개발 가능한 개발자 를 모집합니다. (1~5년차),채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] 저희 회사에서 근무할 초중급 경력 PHP 프로그래머를 다음과 같이 모집합니다.  1년~5년차 경력 개발자를 모집합니다.  선임개발자와 함께 PHP/ASP 시스템 구축 및 시스템을 유지보수 하는 업무를 중점적으로 하게 될 것입니다.  필요한 스킬은 PHP 또는 Jquery, Ajax, API 연동, JSON입니다.  저희회사는 가족같은 회사는 아닙니다. 빨리 개발하는 만큼 빨리 퇴근하고, 능력 좋은 만큼 월급 많이 드릴것이며, 주어진 업무만 잘 처리한다면 출퇴근시간도 자율적으로 운영하는 실리적인 정책을 시행하고 있습니다.  근무지 및 급여조건은 다음과 같습니다. ========================================================= - 근무지 : 경기도 의정부시 고산동 996-2 한강듀클래스 C동 715호 - 근무시간 : 09시~18시 - 급여 : 3000 ~ 4500만원 (협의가능)  [근무시간 및 형태] 주 5일 근무 (오전) 09시 00분 ~ (오후) 6시 00분(조정가능) 주소정근로시간 : 40시간   [급여조건] - 연봉 30000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망",,,정규직,경력1년이상,경기 > 의정부시,학력무관,연봉 3000만원 ~ 4500만원,,주식회사 에스티코퍼레이션,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306280004784
88,웹프로그래머,PHP,Web Interface 개발자 (경력),채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] 자체 솔루션에 적용할 Web 서버-FrontEnd 개발자를 찾습니다. 자체 솔루션 부분이고 파견/용역 아닙니다. 경력 3년 이상, GO, JAVA 자유롭게 사용 가능해야 합니다. 우리는 Webix라는 UI 툴을 사용하는데 경력자면 더 좋겠지만 필수는 아닙니다.  근무시간은 협의 가능 합니다.  [근무시간 및 형태] 주 5일 근무 (오전) 9시 30분~(오후) 6시 30분 주소정근로시간 : 40시간   [급여조건] - 연봉 32000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망",,,정규직,경력3년이상,경기 > 성남시 분당구,초대졸,연봉 3200만원 ~ 6000만원,,(주)피스페이스,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306280004443
89,웹프로그래머,PHP,Javascript 웹 개발자 구인,채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] 우리테크에서 혁신적인 도전을 같이할 프로그래머를 찾습니다.  우리테크는 웹 개발에 필수 요소인 그리드 및 리포트, 차트 등의 UI 컴포넌트를 개발 공급하고 있습니다. 자제 제품을 활용한 신규 웹 서비스 개발을 같이 할 개발자를 모집합니다. Javascript 및 Typescript를 사용한 웹 서비스 개발 경험이 있거나 관심 있는 분은 지원 바랍니다. 당사는 패키지 SW 판매 및 서비스 만을 사업으로 하며 SI 등 외부 프로젝트를 전혀 하지 않습니다.  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 월급 3500000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망",,,정규직,경력3년이상,경기 > 성남시 분당구,초대졸,"월급 3,500,000원",공학계열,(주)우리테크인터내셔날,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306280004896
90,웹프로그래머,PHP,파이썬 웹개발자 모집,채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영",[직무내용] 파이썬 Django 웹개발  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 연봉 25000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 장애인 병행채용   [병역특례] - 비희망,,,정규직,신입/경력(연차무관),부산 > 해운대구,학력무관,연봉 2500만원 ~ 0만원,,(주)홍소프트,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306280006403
91,웹프로그래머,PHP,PHP 웹 개발자 모집,채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영",[직무내용] 자사 제품 온라인 유통사이트 고도화 리뉴얼 개발 (신규 개발 언어는 선택 가능) 기존 유통플랫폼 유지보수 (PHP 활용)  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 연봉 65000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [자격면허] - 정보기술자격(ITQ)-한글엑셀A급 - 자동차운전면허   [장애인채용희망여부] 비희망   [병역특례] - 비희망,,,정규직,신입/경력(연차무관),경기 > 수원시 권선구,학력무관,연봉 6500만원 ~ 0만원,"자격증 : 정보기술자격 (ITQ)인증시험, 자동차운전면허",서울콘크리트,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306270002412
92,웹프로그래머,PHP,"대전본사 웹,자바(java,spring,sql)개발자모집(신입,정규직)",채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] JAVA, Servlet&JSP 개발 가능자 - 면접시 테스트 진행 Spring MVC/Oralce 사용 가능자 우대 JAVA관련 자격증 소지자 우대 정규직(수습3개월)으로 채용예정입니다. 프로젝트 진행중에는 지방근무 가능자  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 연봉 28000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [자격면허] - 정보처리기사 - SQLD(SQL개발자) - 기타자격면허 : OCJP/OCWCD   [장애인채용희망여부] 비희망   [병역특례] 희망( - 현역입영대상자 / 공익근무요원 )  [기타 희망내용] 실업급여 수급을 위한 형식적 입사지원시, 실업급여 담당자에게 통보되오니 각별히 유의하시기 바랍니다. 당사자 간 합의할 경우 관련 법률에 의거 연장 근로할 수 있고, 위에 제시된 채용조건(수습기간/급여 등)은 회사사정에 따라 변경될 수 있으므로, 자세한 사항은 사업장으로 문의바랍니다. → 업체 인사담당자 연락처 : 아래 [채용담당자 정보보기] 부분을 클릭하시면 확인하실 수 있습니다.",,,정규직,신입/경력(연차무관),대전 > 유성구,대졸,연봉 2800만원 ~ 0만원,"전공계열 : 공학계열, 자격증 : 정보처리기사, SQLD(SQL개발자)",(주)제이앤밸류,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306270006400
93,웹프로그래머,PHP,"웹퍼블리셔(HTML코딩, 웹디자인, 운영관리) 신입/경력 채용",~07.20 (목),"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영","[직무내용] 업무내용 ㆍ웹사이트 디자인 및 퍼블리싱 ㆍ웹사이트 관리 및 유지보수  지원자격 ㆍ경력 : 무관 (신입도 지원 가능)(팀원급)  우대사항 ㆍ예/체능계열 ㆍ고용촉진장려금 대상 ㆍ인근거주자 ㆍ해당직무 근무경험  근무조건 ㆍ 근무형태 : 정규직(수습기간)-3개월 (수습기간 동일 처우) ㆍ 근무일시 : 주 5일(월~금) 오전 9시~오후 6시 ㆍ 근무위치 : 서울 금천구 벚꽃로244, 713호 (가산동, 벽산디지털밸리 5차)    ------------------------------------- ***[관악고용센터 채용대행 구인입니다] ♣ 실제 취업의사 있는 분들(즉시출근) 만 접수부탁드립니다.(형식적 지원 사양) ♣ 워크넷이력서(포트폴리오 첨부 필수) 충실히 기재(자격증, 경력사항 등) 후 서류제출 해주시기 바랍니다. 부실한 서류는 심사불가로 지원 불인정됩니다 (⇒서류통과자는 개별연락예정 Tel. 02-2082-5720)  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 연봉 28000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [자격면허] - 웹디자인기능사 - GTQ(그래픽기술자격)   [장애인채용희망여부] 비희망   [병역특례] - 비희망",,,정규직,신입/경력(연차무관),서울 > 금천구,학력무관,연봉 2800만원 ~ 0만원,"전공계열 : 예/체능계열, 자격증 : 웹디자인기능사, GTQ(Graphic Technology Qualification)",한국홍보진흥공사,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306270004318
94,웹프로그래머,PHP,Backend 개발자 모집,~07.10 (월),"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영",[직무내용] [담당업무] 하이브리드 앱 개발 하이브리드 앱 개발 (벡엔드) : Nextjs + 웹뷰 서버관리 : Linux (Aws 서버) 데이타베이스 : Mysql  [자격요건] NextJS 가능자 (13버전) - React 기본개념 숙지 ( 스테이트/컴포넌트/훅스 등… ) Mysql 가능자  [우대사항] 리눅스 서버관리 어플개발 (안드로이드/아이폰) 전문 학사 이상. 이공계 계열 영어 기본적인 소통 능력  [자사개발 소프트웨어] http://smartfitkorea.com/ 온라인교육 두써킷 정관점 앱스토어 FBS Exercise 앱스토어  [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간   [급여조건] - 연봉 40000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망,,,정규직,경력1년이상,부산 > 해운대구,학력무관,연봉 4000만원 ~ 0만원,,(주)스마트핏,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306260005791
95,웹프로그래머,PHP,개발자 유지보수 채용,채용시,"웹프로그래머, 응용프로그래머, 네트워크·서버·보안, 게임(Game), 컨텐츠·사이트운영",[직무내용] 웹.모바일 퍼블리싱 관련 업무 및 유지보수 전반적인 UI 개발 (HTML/CSS/javascript)  학력/성별: 무관 경력 : 5년  급여: 회사 내규에 따름  [근무시간 및 형태] 주 5일 근무 (오전) 8시 30분 ~ (오후) 5시 30분 주소정근로시간 : 40시간   [급여조건] - 월급 3000000원 이상 - 상여금 : 0% (미 포함) - 면접 후 결정 가능   [장애인채용희망여부] 비희망   [병역특례] - 비희망,,,정규직,경력5년이상,서울 > 강남구,학력무관,"월급 3,000,000원",,파인더솔루션,,,,https://job.incruit.com/jobdb_info/jobpost.asp?job=2306260005426
