회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
슈어소프트테크,"마감일
상시",SW검증 (에너지인프라시스템실 검증/판교(용인)),SW/솔루션,"• C/C++ 개발 경험 보유자
• 컴퓨터, 소프트웨어, 전기, 전자, 정보통신 등 S/W 관련 전공자","• 표준 분석 및 개발 문서 작성 경험 보유자
• 프로그램의 생명주기에 대한 이해가 있는자
• 원자력, 철도 또는 임베디드 관련 시스템 개발 경험
• FPGA 설계 및 개발 경험
• QA, 테스팅, V&V 업무 수행 경험
• 각종 협업 도구 (Kanban, SVN, OneDrive) 에 경험이 있거나 빠른 학습/이해 가능한 사람
• Word/Excel 활용능력 우수자
• 적극적, 도전적이고 직무전환(실무자-관리자)에 문제 없는 자","경력
신입~7년","SW
C
C++
QA",https://www.jumpit.co.kr/position/4292,"• 유연근로제(시차제 근무)
• 복지포인트(My-Choice) 지급
• Refresh 휴가제도
• 슈어 문화의 날
• 아침식사/석식(야근 시) 제공
• 동호회 활동 지원
• 사외 교육 지원
• 종합검진 제공
• 명절 선물 지원
• 생일 선물 지원
• 슈퍼히어로 제도 운영
• 해피런치(월 1회 2시간의 점심시간)"
씨브이네트,"마감일
상시",임베디드 OS 개발자,SW/솔루션,"• 경력 : 경력 5년 이상
• 임베디드 제품 개발 및 양산 경험","• 홈네트워크 개발 경험 
• Qt Application 또는 안드로이드용 앱 개발 경험
• 영상, 음성 등 커널 드라이버 포팅 경험
• ARM 계열 OS 드라이버 개발 경험
• Embedded Linux Kernell 이해 능력 보유
• 안드로이드 OS (HAL / NDK) 개발 경험","경력
경력 5~10년","Qt
ARM
Linux
Android OS
Embedded
SW",https://www.jumpit.co.kr/position/8521,"• 내 연차는 내가 결재해요.
• 수, 금요일은 시차출퇴근제를 운영하고 있어요."
디스페이스코리아,"마감일
상시",[정규직] Software Engineer 경력사원 채용,SW/솔루션,"• 중급 이상의 C/C++ Code 개발/분석 능력 보유
• MATLAB/SIMULINK 사용 가능자
• 소프트웨어 개발 및 구축(Build) 프로세스에 대한 지식 보유
• 컴퓨터/소프트웨어공학, 전기/전자공학, 기계/자동차공학 전공자
• 대졸 이상(4년), 영어가능자, 해외여행에 결격사유가 없는 자","• 가상 제어기(Virtual ECU or Virtual Validation) 프로젝트 수행경험 보유
• Simulink/TargetLink 기반의 MBD 프로젝트 수행경험 보유
• AUTOSAR Application modeling 프로젝트 수행경험 보유
• dSPACE Software(SystemDesk, TargetLink, VEOS 등) 사용경험 보유자
• 차량 제어기 Application 개발경험 보유자
• CAN/LIN/ETH 등 차량통신 네트워크 관련경험 보유자
• Embedded Software 개발경험 보유자
• C#/Python 개발능력 보유자
• OSEK/OS, AUTOSAR, FMI 관련 지식 보유자","경력
신입~15년","SW
C
C++
MATLAB
C#
Python",https://www.jumpit.co.kr/position/6390,"• 7시-10시 자유로운 출근시간, 재택근무, 자유로운 연차 사용, 자유복장, 주5일근무, 워라밸 보장
• 편리한 근무위치(양재), 4대보험, 퇴직연금, 통신비, 교통비 지급, 성과급, 우수사원포상
• 최고 사양 PC, 사무용품 제공, 스낵부스, 동호회운영, 건강검진, 명절선물, 생일선물, 경조사 지원
• 독일본사출장/교육기회, 수습기간 중 급여 100% 지급 등 최상의 근무환경 제공

홈페이지: https://www.dspace.com/ko/kor/home.cfm
블로그: https://blog.naver.com/dspace_korea"
인크로스,"마감일
상시",[SK그룹-인크로스] RPA 개발 및 운영(2년 이상),SW/솔루션,"• 국내외 대학 컴퓨터공학계열 전공 학사학위 이상 소지자
• 관련 경력 2~4년","• UiPath 또는 타 RPA Developer Certification 보유자
• MS-office 숙련자, VBA 작업 가능자
• 정보처리기사 자격증 보유자","경력
경력 2~4년","VBA
RPA
Microsoft Office 365",https://www.jumpit.co.kr/position/12232,"• 생활편의 : 조식제공, 중식제공, 석식제공, 
• 휴무/휴가/행사 : 주 5일 근무, 연차, 경조휴가, 창립일 휴무, 노동절 휴무 
• 보상/수당/지원 : 직원대출제도, 심야교통비, 도서구입비, 성과급, 우리사주제도
• 사내시설 : 휴게실 및 카페테리아"
인터엑스,"마감일
상시",[울산] QA 엔지니어,SW/솔루션,"[이런 분이 필요해요!]
• 어플리케이션 QA 경험
• SW Test 자격증 (ISTQB AL/FL, CSTS 등) 보유","[이런 분이면 더욱 좋아요!]
• 어플리케이션 설계 경험
• 꼼꼼하게 문제점을 찾고 정리하는데 관심 있는 분
• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분
• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분","경력
신입~5년","github
sw
qa",https://www.jumpit.co.kr/position/15541,"[업무진행]
• Google Workspace를 통해 업무를 진행하며, 구성원 간 시간을 존중하고 있습니다. 
• agile 조직 답게 구성원들을 서로 신뢰하며, 신속하게 업무를 진행합니다. 
• 모든 구성원은 고객 가치 창출을 목표로 일하고 있습니다. 

[업무지원]
• 당 떨어짐 방지 ! 다양한 간식들(커피,음료,과자)이 구비되어 있는 카페테리아! 
• 일의 효율을 위해 최신 장비 지원! 
• 식대지원 (개인 법인카드 지급)
• 항시 음악이 흐르는 쾌적한 오피스공간 
• 월급날은 가족과 함께 보내세요 ! 패밀리 데이 운영 (조기퇴근)

[성장을 위한 지원]
• 자율복장
• 항시 음악이 흐르는 쾌적한 오피스공간 
• 사내 카페테리아 운영 중 (커피, 음료 등 다양한 간식 구비) 
• 1년에 한번 일주일 통 큰 하계휴가! (최대 5일)
• 월급날(패밀리 데이) 가족과 함께 보내세요! (1시간 조기퇴근)
• 자유로운 연차 및 시간단위 연차 사용 가능!! 
• 패밀리데이 월급일 1시간 일찍 퇴근! 
• 모든 도서 구입 지원! (직원 성장에 필요한 부분은 아끼지 않아요!) 
• 교육 강의 지원! (업무 유관 교육 수강 신청 시 적극 지원하고 있습니다!) 
• 직무별 IX Academy 운영을 통해 커리어 성장 지원
• 사내 스터디 지원 (시험 합격 시 응시비용 전액 지원) 
• 직원 분들의 경조사를 지원하고 있어요 
• 추석 등 명절선물을 지급하고 있어요!"
이지케어텍,"마감일
상시",병원 물류 개발 업무 프로그램 개발자 모집,SW/솔루션,"• 물류 개발 경험자
• WPF, C#, Oracle 기술 보유자","• Best care 2.0 경험보유자
• 병원 물류 경험자","경력
경력 2~15년","c#
wpf
oracle",https://www.jumpit.co.kr/position/15393,"• 임직원 건강검진, 의료비 (본인/직계가족)
• 선택적 복리후생제도 (복지포인트) 등
• 각종 내,외부 교육 프로그램 (직무교육프로그램, 외부 교육처, 사어버연수원 등)
• 장기근속 포상, 직원대출제도, 자녀학자금, 콘도/리조트 이용 등"
맥사이언스,"마감일
상시","디스플레이(OLED) 검사 및 계측 장비 응용소프트웨어 개발(VB.NET, C#)",SW/솔루션,"• C언어, C++, Vb.net, C# 사용 가능자","• 자기주도적 업무를 지향하시는 분
• 검사장비 소프트웨어 개발 및 유지보수에 흥미가 있으신 분
• 검사 장비 제어프로그램 유경험자
• Serial, 이더넷 통신 개발 유경험자
• 컴퓨터활용능력 우수, 해외출장 업무 가능자, 운전 가능자 우대","경력
신입~3년","SW
C
C++
Vb.net
C#",https://www.jumpit.co.kr/position/14491,"• 건강검진, 각족 경조사 지원금, 지원 휴가, 통신비 지원, 직책수당, 자녀학자금, 성과포상, 장기근속포상, 퇴직연금"
아이나비시스템즈,"마감일
상시",모빌리티 서비스 경로안내 엔진 SW 개발자 채용,SW/솔루션,"• C / C++
• Android NDK / JNI 개발 경험
• 네트워크 통신 개발 경험","• 데이터 기반으로 알고리즘 및 리소스 최적화를 통한 상용 서비스 경험이 있는 분
• 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분","경력
경력 3~15년","c
c++
REST API
Android OS
Network",https://www.jumpit.co.kr/position/16663,"• 격주4.5일제, 시차출퇴근제, 자유로운 연(반)차사용, 쾌적한 업무환경, 카페테리아, 스낵바
• 워크샵, 콘도/리조트 이용, 상조회 운영, 점심식사 페이코 포인트 제공, 저녁식사 제공, 야간 택시비 지원
• 스톡옵션, 직무발명보상제도, 인센티브 제도
• 장기 근속 포상 및 리프레시 휴가, 경조 휴가, (남녀)출산휴가, 육아휴직, 창립일 휴무, 근로자의 날 휴무
• 세미나 참가비, 도서구입비 지원, 개발 소모품 지원
• 기념일 선물, 명절 선물, 계열사 제품 할인, 웰컴키트 제공
• 4대보험, 건강검진, 자유복장, 퇴직금, 퇴직연금, 회의실, 휴게실"
슈어소프트테크,"마감일
상시","C# 개발자(중,고급)_가상화솔루션팀",SW/솔루션,"• 소프트웨어 관련 전공
• 개발 경력 2년 이상
• C#/WPF 개발 유경험자","• 자동차 도메인 개발 경험
• 상품화된 어플리케이션 개발 경험","경력
경력 2~7년","C#
WPF
SW",https://www.jumpit.co.kr/position/4331,"• 유연근로제(시차제 근무)
• 복지포인트(My-Choice) 지급
• Refresh 휴가제도
• 슈어 문화의 날
• 아침식사/석식(야근 시) 제공
• 동호회 활동 지원
• 사외 교육 지원
• 종합검진 제공
• 명절 선물 지원
• 생일 선물 지원
• 슈퍼히어로 제도 운영
• 해피런치 (월 1회 2시간의 점심시간)"
펨트론,"마감일
상시","소프트웨어 개발자 채용(SecsGem, CIM 등)",SW/솔루션,"• 학력 : 초대졸 이상
• 경력 : 2년 이상
• SecsGem, CIM, MES, webservice 경력자","• 석사 및 박사학위 수여자
• 컴퓨터/시스템공학
• 수학/통계학/물리
• 영어 및 중국어 가능자
• 고용촉진장려금 대상
• 장애인 우대(직무 가능자)
• 운전 가능자","경력
경력 2~10년","MES
SW",https://www.jumpit.co.kr/position/4945,"• 급여제도
　- 장기근속자 포상, 우사사원포상
• 수당제도
　- 각종 수당 지원
• 지원금
　- 각종 경조사 지원, 건강검진 지원
• 식사관련
　- 아침+점심+저녁 무료제공, 음료제공
• 자체사옥
　- 서울 금천, 인천 남동공단
• 교육훈련
　- 신입사원교육(OJT), 도서구입비지원, 자기계발비 지원
• 중소기업소득세감면혜택"
디오넷,"마감일
상시",리눅스 기반 네트워크 개발자 모집,SW/솔루션,"• 리눅스 환경 개발 경험자 
• C와 Java에 대한 개발 능력 보유자 
• 네트워크 통신에 대한 지식 보유자 
• 최신 기술 습득 및 협업에 대한 오픈 마인드 보유자","• SDN(Software Define Network) 관련 개발 경험 
• NFV(Network Function Virtualization) 관련 개발 경험 
• 리눅스 기반 네트워크 장비 개발 경험 
• 오픈 소스에 대한 사용(포팅 및 기능 추가 등) 경험","경력
신입~7년","C
Java
Linux
Network
SW
Embedded",https://www.jumpit.co.kr/position/8098,"• 부서 성과별 인센티브
• 연차사용 및 대체공휴일 휴무
• 회사 창립기념일 휴무 및 포상, 장기근속자 포상
• 각종 경조사 지원 및 식대, 간식지원, 교육비 지원"
한국네트웍스,"마감일
상시",그룹사 SAP 시스템 CO 모듈 운영,SW/솔루션,"• 10년 이상 유지보수 경험자
• SAP CO 모듈 IMG Setting 및 ABAP 개발 가능자",• 국가보훈대상자 및 장애인은 관련 법령에 따라 우대합니다.,"경력
경력 10~15년","SAP
ABAP",https://www.jumpit.co.kr/position/9580,"[생활편의] 
• 조식제공, 중식제공, 통근버스, 사내 동호회 운영, 건강검진, 휴양시설 지원
 
[사내시설]
• 사내헬스장, 웰니스센터, 샤워실, 사내식당, 사내도서관, 휴게실, 카페테리아, 주차장, 여성전용휴게실
 
[교육·연수]
• 신입사원 교육(OJT), 직무능력향상교육, 리더십 강화 교육, 사이버 연수원 운영, 자격증 취득 지원
 
[보상·지원]
• 자녀 학자금, 출산축하금, 주택자금대출, 자사·자회사·계열사 제품 할인, 생일자 상품권, 교육비, 도서구입비, 명절선물, 퇴직금, 각종 경조금, 장기근속자 포상, 우수사원 표창/포상, 인센티브제, 휴일수당, 직책수당, 야간교통비 
 
[휴무·휴가·행사]
• 주5일근무, 연차, 반차, 경조휴가, 포상휴가, 산전 후 휴가, 육아휴직, 출산휴가, 보건휴가, 창립일 휴무, 노동절 휴무, 워크샵"
리텍,"마감일
상시",반도체/PCB 장비 PC 제어 프로그래머(C++/C#) 채용,SW/솔루션,"• 신입 : C++또는 C# 프로그램 교육 이수자 
• 경력 : 프로젝트 경험자(1년이상), Pmac 유경험자, 모션/비젼 제어 유경험자 
• 차량운전 가능자, 남(군필/면제/특례)",-,"경력
경력 1~10년","pcb
c++
c#
sw",https://www.jumpit.co.kr/position/15157,"[급여제도]
• 퇴직금[연금], 야근수당, 휴일(특근)수당, 4대 보험

[선물]
• 명절선물/귀향비, 생일선물/파티

[교육/생활]
• 점심/저녁 식사 제공, 간식 제공, 음료제공(차, 커피)

[조직문화]
• 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용

[리프레시]
• 연차, 여름휴가, 창립일휴무, 근로자의 날 휴무, 금연지원금"
블루이엔지,"마감일
상시",반도체 장비 Software Engineer (신입 및 경력) 채용,SW/솔루션,"• MFC, C, C++ , QT Library 유경험자
• Linux 기반 C, C++ Programming 유경험자
• SECS 기반 Interface Programming 유경험자
• 반도체 테스트 관련 지식 보유자","• 즉시 출근 가능자
• 관련 업종/업계 종사자
• 관련학과 전공자(전산,전자,컴퓨터,정보처리,소프트웨어 등)
• 국내외 출장에 결격사유가 없는 자","경력
신입~10년","SW
C
C++
Linux
Qt
Socket.IO
Visual Studio Code
Ubuntu
Visual Studio
VirtualBox",https://www.jumpit.co.kr/position/3119,"• 주40HR 시간제(주5일 근무)
• 중식 및 석식 제공
• 전직원 통신비 지원
• 연차수당 지급
• 명절 선물 및 창립기념일 포상
• 장기근속자 포상
• 경조사 지원
• 직원 단체 상해보험 가입
• 사우회 운영
• 근무복 지급 
• 컴퓨터 등 지급
• 건강검진 및 독감예방주사 지원
• 4대보험 적용(국민,건강,요양,고용 등)
• 전 임직원 퇴직연금제도 시행"
덴티움,"마감일
상시",[SW] 3D CAD SW개발,SW/솔루션,"• 전자공학, SW학과, 컴퓨터 공학 전공자","• C/C++ 프로그래밍 경험자
• Mesh 자료구조 설계 및 편집 경험자 우대
• 포트폴리오 제출 우대","경력
경력 1~10년","C
C++
SW",https://www.jumpit.co.kr/position/3366,"덴티움은 R&D연구에 지속적인 투자를 통해 자사만의 원천기술을 만들어 나가고 있습니다. 
수평적인 소통을 통해 본인 주도적으로 프로젝트를 이끌어 나갈 수 있는 업무환경이며, 연구비 지원을 아낌없이 할 수 있는 회사입니다. 
동종업계 대비 최고의 임금 경쟁력을 갖추고 있으며, 연봉 외 별도 보상체계를 구축하여 연구에 집중할 수 있는 환경을 제공합니다. 
 
• 주택지원비 - 사업장 인근 이주 시, 월세 자금을 일부 지원
• R&D 연구 포상금 지급 - 정기적인 연구실적 발표회(R&D Festival) 를 통해 별도 포상금 지급 (2회/년)
• 연구수당 지급 - 직급별 차등
• 하계휴가 부여 - Refresh를 위한 연차 외 별도 휴가 
• 성과급 지급 - 회사 경영실적에 따라 매년 정기적으로 연말성과급을 지급하였으며, 21년도에는 상반기 성과급 지급"
파스텍,"마감일
상시",SW 개발자,SW/솔루션,"• 해당업무(관련) 경력 3년 이상 
• C/C++ 개발에 능숙하신 분","• DC / BLDC / Motor 제어 유경험자 우대 
• 영어, 일본어 가능자 우대 
• AVR, ARM, DSP, etc, SW, C++, C#, Dc, BLDC, Motor 사용 경험","경력
경력 3~10년","C++
SW
C",https://www.jumpit.co.kr/position/377,"• 복지포인트 지급(명절, 창립기념일)
• 인센티브 지급
• 휴양시설 이용
• 창립기념일 전직원 해외여행(5주년마다)
• 식사 제공
• 장기근속 포상, 경조사 지원"
디지탈센스,"마감일
상시",보안솔루션 개발자,SW/솔루션,"• IT 전공 지식(자료구조, 알고리즘, OS, 네트워크) 보유
• 최소 1가지 이상의 프로그래밍 언어에 능숙한 분","• MongoDB 설정, 운영 경험이 있으신 분
• Git를 사용한 공동 작업 경험이 있으신 분
• Issue Tracking System 사용 또는 운영 경험이 있으신 분
• 대용량 스토리지 관련 개발 또는 운영 경험이 있으신 분
• Windows API 사용에 익숙하신 분
• Reverse Engineering 가능 하신 분
• epoll/kqueue/IOCP 등을 사용하여 다중 접속 서버 개발 가능한 분
• 일정 수준 이상의 Library/framework 설계, 개발 경험
• Windows/Linux 커널 프로그래밍 가능한 분
• 영어 능통 또는 중국어로 업무 가능하신 분","경력
경력 1~15년","C++
Delphi
C#
MongoDB
MSSQL
Git
Jira
Confluence
Linux",https://www.jumpit.co.kr/position/5324,• 탄력근무제
아이엠파인,"마감일
상시",뉴미디어 컨텐츠 개발자,SW/솔루션,"• 경력, 학력, 나이, 성별 무관
• C# 및 유니티3D를 능숙하게 활용할 수 있는 분
• Resource를 재가공 할 수 있을 정도의 Photoshop 사용이 가능하신 분","• Computer Graphic 및 Shader에대한 이해가 높으신 분
• TCP, UDP 등 응용 네트워크개발에 대한 이해가 높으신 분
• Git을 능숙하게 사용 하는 분
• Visual Effect Graph 활용에 능숙한 분
• Shader 코딩 또는 Shader Graph를 활용한 Shader 제작에 능숙한 분
• 모션감각과 디자인 안목을 갖추신 분
• 모바일 게임 개발 및 출시 경험이 있으신 분","경력
신입~8년","Unity
C#
Git
Unreal Engine
C++",https://www.jumpit.co.kr/position/2354,"• 모두가 즐겁게 일하는 문화를 만들어 나갑니다.
• 입사 1주년, 3주년, 5주년에 인센티브와 리프레쉬 휴가를 지급합니다.
• 생일이나 결혼기념일엔 조기 퇴근을하여 가족 혹은 지인들과 즐거움을 나눕니다.
• 결혼및 출산시 인센티브와 휴가를 드립니다.
• 연 2회 FINE DAY 행사를 진행, 점심식사와 영화 관람등 문화행사를 즐깁니다.
• 연 1회 즐거운 플레이샵을 진행합니다.
• 직능과 관련있는 컨퍼런스 및 전시행사를 수시로 참석합니다.
• 점심시간은 11시30분부터 1시까지 넉넉히 드립니다.
• 그밖에 기본적인 복지는 말그대로 기본입니다."
클레,"마감일
상시",데스크탑 앱 개발자,SW/솔루션,"• 기술스택과 맞지 않더라도 본인이 자신 있는 프로그래밍 언어 하나는 있어야 합니다. 
• 새로운 것을 배우는 데 두려움이 없어야 합니다. 
• 다양한 직군과의 원활한 의사소통 및 협업 능력이 있어야 합니다. 
• 자기 주도적으로 개발하며 스스로 동기부여할 수 있어야 합니다.","• 기술스택에 있는 언어나 프레임워크를 다뤄본 경험이 있으면 좋습니다. 
• 데스크탑 앱을 개발해본 경험이 있으면 좋습니다. 
• 공장자동화 관련 개발을 해본 경험이 있으면 좋습니다. (PLC, 로봇 등) 
• 컴퓨터비전 관련 개발을 해본 경험이 있으면 좋습니다. 
• 영문 자료를 참고하고 해외 커뮤니티에서 소통하며 문제를 해결할 수 있는 영어 실력이 있으면 좋습니다. 
• Git 을 사용할 줄 알면 좋습니다.","경력
신입~5년","C#
.NET
Qt
C++
OpenGL
Python
SW
Windows
Linux
macOS",https://www.jumpit.co.kr/position/12651,"• 한달에 정해진 시간만 근무하면 됩니다. (주 평균 40시간 근무)
• 코어타임 (오후1시~4시) 에만 사무실에 있으면 됩니다. 휴게시간도 자유롭게 사용 가능합니다. 
• 4시간 근로 당 1만원의 식비가 주어집니다. 
• 기명식 법인카드 드립니다. 불필요한 결재절차 없습니다. 
• 출장비 넉넉하게 드립니다. 
• 건강검진비 지원합니다. 
• 서울숲역에서 5초컷입니다. 
• 서울숲이 가까워서 산책하기 좋고 주변에 핫플레이스 많습니다. 
• 한달에 한번 문화의 날이 있습니다. 
• 분 단위 연차 사용 가능합니다. 다 못쓰면 연차수당 드립니다. 
• 휴가비 지원합니다. 
• 3년 근속시 2주 리프레시 휴가드립니다. 
• 회사 내 안마의자와 전자동 커피머신 있습니다. 
• 업무 능률에 도움이 되는 좋은 장비를 드립니다. 
• 슬랙, 노션, 구글캘린더를 이용한 비동기 커뮤니케이션이 기본옵션입니다. 
• 업무와 관련된 도서 구입, 세미나, 강의참석 모두 지원합니다. 

 자세한 내용은 여기 (https://clevision.notion.site/52520edd7bd6420f94fb8440e3401f51) 를 확인하세요!"
메디트,"마감일
상시",Desktop Application 개발자,SW/솔루션,"• 유관 경력 3년 이상
• 자료구조 및 알고리즘, 성능 최적화, 병렬화에 대한 경험
• Object-Oriented Design에 대한 이해
• C++를 사용한 프로그래밍 능력
• 구두 및 문서를 통한 의사소통 능력
• 목표에 대한 주인의식
• Windows/macOS Native 클라이언트 개발 경험","• Qt를 이용한 상용 Desktop Application 개발 경험
• 애자일 개발 방법론에 따른 개발 경험
• AWS S3를 활용한 파일 관리 서비스 운영 경험
• Restful API 를 활용한 Application 개발 경험
• 다양한 유저의 피드백을 적용한 서비스 운영 경험","경력
경력 3~10년","C++
Windows
macOS
Qt
AWS
REST API",https://www.jumpit.co.kr/position/13506,"1. 근무 환경
• 유연근무제
• 수평적인 호칭 체계
• 최고 사양의 업무 장비/ 소프트웨어
• 웰컴키트 제공
• 무제한 간식 자판기
• 캐쥬얼 복장

2. 역량 향상과 즐거운 복지
• 해외 지사 파견
• 매월 개인 소장용 도서 지원
• 3년, 5년, 7년, 10년 이후 매 5년 근속 축하 상품권 및 휴가 제공

3. 건강과 행복
• 생일 반차 및 상품권 제공
• 명절 상품권 제공
• 다양한 경조사에 대한 지원
• 종합 건강 검진
• 임직원 상해 보험 가입
• 심리상담(EAP) 지원
*근무지에 따라 제공되는 베네핏은 상이할 수 있습니다."
에스티피씨,"마감일
상시",자율주행 로봇 Motion Control & Path Planning,SW/솔루션,"• 자율주행 관련 학위 (석사/박사)
• 기계공학 
• 컴퓨터 공학 
• 자율주행 S/W 개발 경험",• 스타트업 분위기 좋아하시는 분!,"경력
경력 2~5년","C++
ROS
Python
C
Linux
SW
Ubuntu",https://www.jumpit.co.kr/position/14482,"• 야근 NO!
• 주말출근 NO!
• 휴가 자유!
• 점심 제공!
• 간식 무제한!
• 최신 장비 지원!"
42dot,"마감일
상시",Senior Android Framework Engineer (Navigation),SW/솔루션,"• SW 개발 경력 10년 이상, Android 개발 경력 5년 이상
• Android 프레임워크에 대한 이해와 Java, Kotlin 등 숙련된 프로그래밍 역량
• MVVM , MVP 등의 어플리케이션 디자인 적용에 대한 경험이 있으신 분
• 새로운 개발 언어, 기술, 플랫폼에 대한 오픈 마인드를 가지신 분","• GIS, LBS, Mobility 분야 웹/앱 서비스 개발 경험
• 내비게이션 관련 도메인 경험 3년 이상
• 자동차 기반 어플리케이션 개발 관련 경험 2년 이상
• 스스로 새로운 문제를 찾고 이를 해결하는 것을 즐기는 분
• 기존 방식의 틀을 깨고 새로운 방식을 제안할 수 있는 분","경력
경력 10~20년","android os
android sdk
sw",https://www.jumpit.co.kr/position/15576,"• 근무제도: 유연근무제를 통해 임직원이 효율적으로 근무시간을 활용할 수 있도록 지원합니다.
• 단체 상해보험: 본인 및 배우자, 직계가족의 상해보험 가입을 지원합니다.
• 경조사 지원: 본인 및 가족의 경조사 발생 시 지원합니다.
• 명절선물: 설/추석 명절에 각 300,000원의 명절선물을 지급합니다.
• 건강검진: 임직원의 건강검진을 매년 지원합니다.
• 저금리 대출지원: 회사와 협약을 맺은 시중은행을 통해 저금리 대출을 지원합니다.
• 복지카드: 연간 3,000,000원을 지급하며 자기계발, 문화/여가 활동 등의 목적으로 사용 가능합니다. (중도 입사 시 당해 년도 재직일수 기준으로 일할 계산 후 부여) 
• 휴양시설: 별도의 직원 전용 프라이빗 휴양시설(아난티 리조트)을 이용하실 수 있도록 지원합니다."
42dot,"마감일
상시",Senior Software Engineer (Navigation Guidance),SW/솔루션,"• SW 개발 경력 7 년 이상
• 숙련된 프로그래밍( Go, C/C++ )
• 새로운 개발 언어, 기술, 플랫폼에 대한 오픈 마인드를 가지신 분","• 내비게이션 길안내 또는 내비게이션 관련 도메인 경험 3년 이상
• GIS, LBS, Mobility 분야 개발 경험
• 스스로 새로운 문제를 찾고 이를 해결하는 것을 즐기는 분
• 기존 방식의 틀을 깨고 새로운 방식을 제안할 수 있는 분","경력
경력 7~20년","sw
go
c
c++",https://www.jumpit.co.kr/position/15580,"• 근무제도: 유연근무제를 통해 임직원이 효율적으로 근무시간을 활용할 수 있도록 지원합니다.
• 단체 상해보험: 본인 및 배우자, 직계가족의 상해보험 가입을 지원합니다.
• 경조사 지원: 본인 및 가족의 경조사 발생 시 지원합니다.
• 명절선물: 설/추석 명절에 각 300,000원의 명절선물을 지급합니다.
• 건강검진: 임직원의 건강검진을 매년 지원합니다.
• 저금리 대출지원: 회사와 협약을 맺은 시중은행을 통해 저금리 대출을 지원합니다.
• 복지카드: 연간 3,000,000원을 지급하며 자기계발, 문화/여가 활동 등의 목적으로 사용 가능합니다. (중도 입사 시 당해 년도 재직일수 기준으로 일할 계산 후 부여) 
• 휴양시설: 별도의 직원 전용 프라이빗 휴양시설(아난티 리조트)을 이용하실 수 있도록 지원합니다."
루켄테크놀러지스,"마감일
상시",[LUKEN] SW연구원 비전알고리즘PC UI프로그램 개발,SW/솔루션,"• 학력 : 초대졸 이상
• 나이/성별 : 무관","• 전기공학사, 전자공학사, 컴퓨터공학사, 소프트웨어공학사
• 인근거주자, 차량소지자, 해당직무 유경험자
• 해외출장가능자, 관련자격증소지자","경력
신입","C
C#
C++
GUI
Visual Studio
TCP/IP
OpenCV",https://www.jumpit.co.kr/position/14081,"• 지원금/보험 : 건강검진, 각종 경조사 지원
• 급여제도 : 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대보험
• 교육/생활 : 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사우회(경조사회), 식비 지원
• 근무환경 : 회의실, 탕비실
• 선물 : 명절선물/귀향비, 창립일 선물
• 기숙사 운영
• 통근버스 운영 (용인 노선)
• 리프레시 : 연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가
• 조직문화 : 자유복장"
펨트론,"마감일
상시","기술연구소 개발자 채용_머신비전,알고리즘 영상처리개발",SW/솔루션,"• 학력 : 초대졸 이상
• 신입 : 졸업예정자 가능
• C#, C++, MFC, DB 능숙자","• 석사 및 박사학위 수여자
• 컴퓨터/시스템공학
• 수학/통계학/물리
• 영어 및 중국어 가능자
• 고용촉진장려금 대상
• 장애인 우대(직무 가능자)
• 운전 가능자","경력
신입~10년","C#
C++
Mfc
MachineLearning
SW",https://www.jumpit.co.kr/position/4942,"• 급여제도
　- 장기근속자 포상, 우사사원포상
• 수당제도
　- 각종 수당 지원
• 지원금
　- 각종 경조사 지원, 건강검진 지원
• 식사관련
　- 아침+점심+저녁 무료제공, 음료제공
• 자체사옥
　- 서울 금천, 인천 남동공단
• 교육훈련
　- 신입사원교육(OJT), 도서구입비지원, 자기계발비 지원
• 중소기업소득세감면혜택"
엔엑스테크놀로지,"마감일
상시",[신입] 임베디드 소프트웨어 (펌웨어) 개발자,SW/솔루션,"• 전기, 전자, 컴퓨터 공학 또는 이와 관련된 전공자
• 정보처리기사(정보처리산업기사 포함)",• IoT 기술 관련 프로젝트 수행 경험 보유자,"경력
신입~2년","C
C#
C++
Embedded
Linux
FW
MCU
SW",https://www.jumpit.co.kr/position/8015,"• 근무시간 : 10:00~18:00(주5일)
• 급여제도 : 인센티브제, 상여금, 우수사원포상, 퇴직금, 성과급, 4대 보험
• 선물 : 명절선물/귀향비, 생일선물/파티, 웰컴키트 지급, 생일자 조기퇴근
• 교육/생활 : 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 멘토링제도, 교육비 지원, 점심식사 제공, 저녁식사 제공, 간식 제공, 음료제공(차, 커피), 컨퍼런스 개최
• 근무 환경 : 회의실, 공기청정기, 카페테리아, 스마트기기, 노트북, 사원증, 사무용품 지급
• 조직문화 : 수평적 조직문화, 회식강요 안함, 자유복장, 자유로운 연차사용
• 리프레시 : 연차, 반차, 근로자의 날 휴무, 포상휴가, 패밀리데이"
