회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
로그싱크,"마감일
상시",React-Native 앱 개발자 (3년이상),크로스플랫폼 앱개발자,"• ReactNative 개발 경력 3년 이상 또는 그에 준하는 역량
• Android 또는 iOS 개발 경험","• 하이브리드 앱 개발 및 배포 경험
• TypeScript를 활용한 개발 경험
• Figma, Zeplin을 통한 협업 경험
• Firebase 연동 경험
• market에 app 등록 유경험자","경력
경력 3~6년","react native
typescript
figma
zeplin
firebase hosting
android os
ios",https://www.jumpit.co.kr/position/15536,"[근로 처우 조건 ] 
입사하게 되신다면 직전 연봉의 10~20% 범위 내의 상향 협의 가능 합니다. 

""로그싱크는 일과 삶 모두를 응원 합니다. ""

1. Work 
일에만 집중! 최고의 업무 환경, 성장을 위한 지원을 아끼지 않습니다. 

• 완전 자율 복장 - 반바지 , 슬리퍼 완전 가능 :-) 
• 자유로운 8-10시 ,5-7시 시차 출퇴근 제도 
• 최고의 업무 환경! 업무에 필요한 장비 노트북 지원비 , 듀얼 모니터 제공
• 눈치 보지 마세요~ 자유로운 연차, 반 차 사용 가능 
• 연차가 어쩔 수없이 남았다면 미 사용 연차 수당 지급!! 
• 출산휴가, 배우자 출산휴가, 육아 휴직 ,난임 휴가 
• 자기 개발 교육 지원 (도서/강의) 
• 중소기업 취득자 소득세 감면 (각종 지원 제도) 
• 퇴직 연금 제도 운영

2. Life 
잘 쉬고, 잘 놀고, 자유로운 life 추구 하는 로그싱크

• 즐거운 명절을 위해 상품권 지급
• 직원들의 기쁨과, 슬픔을 같이 나누겠습니다. 경조 휴가제 및 경조금 지원
• 건강한 삶을 추구하는 건강한 스낵바 및 다양하고 맛있는 간식 상시 무제한 지원
• 아프지 마세요. 응급함 상자 상시 대기, 상비약 지원 
• 정기적인 건강 검진 운영 

3. Culture 
로그싱크의 복지제도와 문화 프로그램은 앞으로도 다양하게 연구 및 기획하고 있습니다 :-) 

• 매주 금요일 슬로우 런치 진행(90분) , 맛집 투어 및 즐거운 소통의 시간 
• 매월 마지막 째 주 금요일, 어디든 놀러 가세요! 가족의 날 3시 퇴근!! 
• 1년에 단 한번 뿐인 생일을 즐겁게 보내라고 유급 휴가 1일
• 빌런 없는 근무 환경 , 선한 영향력을 지닌 동료들과 함께 합니다.

[업무 Tool]
• hiworks 그룹웨어로 동료들과 커뮤니케이션 및 업무 Tool로 사용 합니다.
• MS오피스 사용"
파수,"마감일
상시",모바일 개발,크로스플랫폼 앱개발자,"• 개발 경력 3년 이상
• iOS 및 Android의 UX/UI 가이드라인에 대한 이해
• MVVM 디자인 패턴 사용 경험
• Retrofit 등의 대중적인 라이브러리 사용 경험
 
[주요 기술 역량]
• Java, flutter
• Swift, RxSwift, Storyboard
• MVVM, Android Architecture Component
• AWS Service, Google Service","• AWS / Google 등 다양한 Cloud 서비스 경험
• 오픈소스 및 신기술 학습에 관심
• Flutter 개발 경험","경력
경력 3~10년","Flutter
Android OS
iOS
Java
Swift
Rxswift
AWS",https://www.jumpit.co.kr/position/16809,"💵 FIT Point – 선택적 복리후생제도
Fasoo인에게 꼭 맞는 선택적 복리후생제도! Fasoo인이라면 누구나 FIT Point를 매년 지급 받으며, 이 Point는 원하는 시기, 원하는 사용처에 자유롭게 사용할 수 있습니다. (기본 Point 300,000/ 1년 근속마다 50,000 추가)

🏝️ Refresh 휴가 제도
열심히 일한 당신, 떠나라! Fasoo인은 3년마다 5일간의 달콤한 Refresh 휴가를 즐깁니다. Fasoo인들은 3년/6년/9년 등 3년 단위로 돌아오는 재충전의 시간을 누리며 더욱 빛나는 성과를 창출하고 있습니다.

📖 자기계발비 지원
Fasoo인 누구나 자기계발에 필요한 교육을 수강하여 업무역량을 향상 시킬 수 있도록 1인 연간 최대 100만 원의 교육비용을 지원합니다.

🥗 간식 / 석식
Fasoo인들의 휴식 공간인 라운지에는 향긋한 원두커피 / 각종 음료와 함께 잠을 깨우는 달콤한 군것질거리 및 계절과일이 마련되어 있어 업무에 지친 두뇌를 깨우고 새로운 활력을 재충전합니다. 인근 식당과 제휴하여 저녁 식사를 지원하여 Fasoo인들은 언제나 힘을 내어 집중할 수 있습니다.

🏨 콘도&리조트 제휴
Fasoo는 한솔오크밸리, 대명비발디 등 전국 각지의 콘도와 제휴하여 임직원이 원하시는 날짜에 언제든 이용할 수 있도록 지원해드립니다.

👛 명절선물비 / 생일축하금 지원
풍요롭고 따뜻한 명절을 위한 명절선물비 지원으로 내가 원하는 다양한 명절 선물을 구매할 수 있습니다. 또한, 생일을 맞이하신 분은 백화점 상품권 선물을 받아, 더 즐거운 생일을 보낼 수 있습니다.

🩺 종합검진
개인의 생활과 건강을 관리할 수 있도록 만 40세 이상의 임직원과 부서장 이상의 직원들에게 종합검진을 지원하고, 일반검진의 경우에도 건강보험공단 검진에 추가한 혈액검사 등을 지원하고 있습니다."
인텔리안테크놀로지스,"마감일
상시",[인텔리안테크] Mobile App S/W 개발,크로스플랫폼 앱개발자,"• Language : Flutter (우대) / React Native, Xamarine 등 Cross-Platform (Hybrid App)용 언어 선호
• 시스템 연동 개발
• RESTful API 기반의 다양한 Device, Server 연동
• 기타 연동 Protocol 활용 개발 (JWT, OIDC, Web Socket 등)
• DB : MySQL, SQLite, PostgreSQL 등 RDBMS / NoSQL 개발 경험자
• Git, JIRA, CI/CD 툴 등 개발 환경 경험자","• 영어 소통 가능자
• Native App 개발 경험자 (JAVA, Kotlin, Swift 등)
• AWS, Azure 등 Cloud Service 개발 유 경험자
• 문제 해결에 진취적이고 적극적인 자","경력
경력 5~12년","Flutter
Java
Kotlin
Swift
Android OS
iOS
Xamarin
REST API
MySQL
Git",https://www.jumpit.co.kr/position/12127,"인텔리안은 직원들의 개인 및 직업적 행복감이 우수한 비즈니스 성과로 이어지며, 일과 삶의 균형이 직원들의 행복에 있어 필수적인 요소임을 잘 알고 있습니다.
따라서 직원들이 건강한 방식으로 일과 삶의 균형을 이룰 수 있도록 다양한 프로그램을 운영하고 있습니다.

• 식사 지원
• 조직활성화비 지원
• 교통비 지원
• 기숙사 지원
• 사내 운동시설
• 기념일 지원
• 휴가비 지원
• 휴가/명절 지원
• 콘도 지원
• 동호회 지원
• 포상제도
• 건강검진
• 학자금제도
• 기타 (복지포인트, 경조사 지원, 유류대 지원 등)"
앤서스랩코리아,"마감일
상시",[Plus] Flutter 개발자,크로스플랫폼 앱개발자,"• Flutter 개발 경력이 2년 이상인 분
• 모바일 앱 개발 경력이 3년 이상인 분
• 새로운 것을 배우고 도전하는 것에 관심이 많은 분","• Android , IOS 에 대한 이해가 높은 분
• UI/UX 개선 관련 팀원들과 유기적인 소통을 좋아하는 분
• AWS 및 Github 에 대한 경험이 있는 분
• MVVM에 대한 이해가 있는 분
• 모바일 환경의 다양한 문제 해결 경험이 있는 분
• 소켓 통신에 대한 경험이 있는 분","경력
경력 2~9년","Flutter
Android OS
iOS
AWS
GitHub",https://www.jumpit.co.kr/position/17601,"[구성원분들의 삶을 든든하게 지원해드려요]
[Benefit]
• 💳Life Style에 맞추어 사용할 수 있는 복지포인트를 지원해 드려요.(연 250만원)
• 🍱 회돈회산 점심, 저녁을 일일 최대 30,000원까지 지원해 드려요.
• ☕매일 아침 조식 서비스와 스낵바 & 음료를 무제한으로 이용하실 수 있어요.
• 💌1년에 한번 오는 생일, 축하의 마음을 담아 상품권 15만원을 드려요.
• 🍖명절엔 역시 고기! 최고급 투뿔 AA++ 한우를!! 집 앞까지 배송해 드려요.
• 💻업무를 위해 필요한 최신형 장비를 지원해 드려요.
• 👨‍👧‍👧와글와글~ 조직 활성화를 위한 비용을 매월 지원해 드려요.(월 11만원 + α)
• 💑🏻일과 동료를 알아가는 시간! 워크샵 비용을 1인당 연 40만원을 지원해 드려요.
• 🤹🏻‍♂️동료들과 함께하는 슬기로운 취미 생활을 지원해 드려요.(동호회 1인, 월 최대 10만원)
• 🤼‍♀️알고보니 내 친구가 인재?! 사내 인재추천시 추천금을 최대 1,500만원 까지 지급해 드려요.
• ⏱️시간 단위 연차 제도로 자유롭게 연차를 사용해요! 남은 연차는 모두 수당으로 지급해 드려요.
• 📚성장을 위한 교육비 연 200만원을 지원해 드려요.
• 📖직무와 관련된 도서비를 무제한으로 지원해 드려요.
• 👩‍💻직무 도서 외 e-book 서비스를 지원해 드려요.(Feat. 밀리의 서재)
• 📑단체상해보험을 지원해 드려요.(본인 + 가족 1인 지원)
• 🏣매년 100만원 상당의 대학병원 검진 & 각종 예방 접종을 지원해 드려요.
 (본인 + 최대 가족 2인 검진 지원)
• 💊전문 심리 상담 서비스를 지원해 드려요.(1인, 연간 최대 5회 상담 지원)
• 🚛이사하는 날 이사 휴가를 지원해 드려요.
• 🎎인생의 기쁨과 슬픔을 함께 나누어요. 각종 경조사 비용을 지원해 드려요.
• 🚖안전한 귀가를 위해 저녁 11시 이후 퇴근 시 택시비를 전액 지원해 드려요.
• 🚗장거리 출·퇴근을 위한 주차비를 지원해 드려요.
• 🎁환영하는 마음을 가득 담아 Welcome Kit 를 지급해 드려요.
※ 각종 복리후생 제도는 구성원들의 니즈에 따라 변경될 수 있습니다.

#지원 응답이 빠른 기업 #인센티브 #유연근무제 #맛있는간식냠냠 
#맥북으로개발 #수평적 조직 #자유복장 #반바지/슬리퍼OK #도서구입비지원 #택시비지원"
한우리아이티,"마감일
상시",[한우리IT] 모바일 앱 개발자 모집(Android/iOS),크로스플랫폼 앱개발자,"아래의 두 조건 중 하나만 만족하면 가능

• 안드로이드 : Kotiln / iOS : Objective-C 또는 Swift 
• Flutter 개발 및 운영 경험자 (안드로이드/iOS)","• Rest API 개발 경험
• Git 사용 및 버전관리 경험
• 앱 배포 및 관리 경험","경력
경력 3~5년","Android OS
iOS
Kotlin
Objective-C
Swift
Flutter
REST API
Git",https://www.jumpit.co.kr/position/12764,"• 남들 해주는 기본적인 건 다해줘요
　- 4대 보험, 퇴직연금
• 기쁨도 슬픔도 함께해요
　- 경조사 지원: 결혼, 출산, 자녀 돌, 부모님 칠순, 사망 등)
• 휴가에는 사유가 없어요
　- 자유롭게 연차 사용 가능
• 직원들의 건강은 소중해요
　- 연 1회 전 직원 건강검진
• 드레스는 넣어둬요
　- 연말 시상 및 상품 지급: 장기근속자, 우수사원 포상
• HAPPY BIRTHDAY TO YOU
　- 생.축 상품권 지급
• 즐거운 명절 되세요!
　- 설, 추석 귀향비 지원
• 카페인과 당을 책임져줘요
　- 사내 카페테리아: 간식, 커피 제공
• 코로나 이전엔 매년 비행기도 탔는데...
　- 해외 워크샵
• 업무 스킬업 한다는데 말리지 않아요
　- 도서 구입비 지원
• 아프냐... 나도 아프다...
　- 비상약 지원
• 목돈 마련을 현실로
　- 청년 내일채움 공제
• 산모와 아이의 건강을 위해!
　- 단기근무, 육아휴직, 출산휴가 지원"
워키도기,"마감일
상시",[도그마스터] 앱 개발,크로스플랫폼 앱개발자,"• 앱 개발 관련 경력 3년 이상 (또는 그에 준하는 실력)
• 2년 이상의 React Native 또는 하이브리드 앱 개발 프레임워크 경험 (Ionic, Flutter...)
• Git을 사용한 능숙한 형상관리 능력
• React 상태 관리 라이브러리 (Redux, MobX 등) 사용 경험 혹은 RxJS 사용 경험","• 결제 모듈을 포함한 서비스 개발 및 운영해 보신 분
• UI/UX에 관심이 많고 고민을 좋아하시는 분
• 채팅 또는 챗봇 프론트엔드 개발 경험이 있으신 분
• 스타트업 경험이 있으신 분
• 비 개발자 직군과 원활히 소통하는 능력
• 새로운 기술에 관심이 많고, 자기 개발을 위해 노력하시는 분
• 생산성 향상을 위한 개발 방법론 관한 실험적 사고","경력
경력 3~20년","React Native
JavaScript
GitLab
React
Redux
Flutter
iOS
Android OS",https://www.jumpit.co.kr/position/5240,"- 🚉 초 역세권 사무실 위치 (홍대역 30초 거리)
- 🍽️ 1시간 30분의 여유로운 점심시간
 - 업무시간 30분을 줄이고 점심시간 30분을 늘렸어요.
 - 그러므로 정규 업무시간은 7.5시간 !
- 🕊️ 자율 출퇴근 제도
 - 오전 9시 - 10시 30분 사이 자율 출퇴근
- ☕ 휴게공간 제공
 - ☕ 원두 커피 머신 운영
 - 🍿 스낵바 운영
 - 🚬 실내 흡연실 운영 (냄새 완벽 차단! 비흡연자 걱정 No No !)
- 💻 고사양 노트북 제공 (윈도우 or 맥북프로)
- 🐶 반려동물 동반출근 가능
- 🧳 허락이 필요 없는 자율적 연차 사용
- 👨🏻‍🎓 교육 및 성장 지원
 - 💵 업무 관련 세미나 참석 권장 및 참가비 지원
 - 📚 도서구매비 지원
 - 🧑🏻‍💻 실력있는 동료들과의 코드 리뷰"
브리치,"마감일
상시",React Native 앱 개발자 모집,크로스플랫폼 앱개발자,"• React Native App 개발 경력자
• React 사용 경험이 있으신 분
• Javascript(ES6+), Typescript 이해가 있으신 분
• Android/iOS의 다양한 버전과 디바이스 환경에서의 개발 경험
• CodePush, App 배포, 스토어 정책 대응 경험자
• Git 버전 관리 경험자
• 맡은 업무에 오너십을 가지고 스스로 목표와 일정을 정하고 관리하실 수 있는 분","• 오픈소스 이용한 개발 경험 보유자
• 모바일/이커머스/o2o서비스에서 개발 경험
• UI/단위 테스트 코드 작성, 테스트 환경 구축, 빌드 자동화 경험자
• 스타트업 근무 경험자
• AWS 환경에 대한 이해도가 있으신 분
• 탁월한 문제 해결력과 다양한 직군과 뛰어난 의사소통 능력이 있으신 분
• 사용자 통계 데이터 수집 및 분석 경험이 있는 분","경력
신입~10년","React.js Boilerplate
React Native
JavaScript
ES6
TypeScript
React
Git
iOS
Android OS",https://www.jumpit.co.kr/position/6580,"[work]
• 부서별 시차 출퇴근제
• 직급별 맟춤 성장 교육
• 청년 내일 채움 공제
• 목표 달성 인센티브 지급
• 우수 사원 포상
• 개발자 MAC, 노트북 및 듀얼 모니터제공
• 월별 회식비 지원

[LIFE]
• 눈치 보지 않는 자유로운 휴가 사용
• 장기 근속자 포상 휴가 및 휴가비 지원
• 도서 구입 지원
• 브리치 쇼핑 할인권 제공
• 간식 제공
• 명절, 기념일 선물 지급
• 경조사 지원"
페이워크,"마감일
상시",React Native 프론트엔드 앱 개발자 채용,크로스플랫폼 앱개발자,"• React Native 모바일 앱 엔지니어 경험이 1년 이상있으신 분
• 모바일 앱(Android, iOS, React Native, Flutter 등) 엔지니어 경험이 3년 이상 또는 그에 준하시는 분
• Redux, zustand 등 상태 관리 패턴 사용 경험이 있으신 분
• Typescript, Javascript Style에 능숙하신 분
• Play Store, App Store에 앱 출시 경험이 있으신 분
• Rest API 사용 경험이 있으신 분
• Webpack 등 모듈 번들러에 대한 이해가 깊으신 분
• Git, Jira 등을 사용하여 협업 경험이 있으신 분
• 대학교 재학 또는 졸업 이상 또는 그에 준하는 학위를 보유하신 분
• UI/UX 개선에 끊임없이 고민하시는 분
• 서버, 디자인 직군과 협업 및 소통을 잘하시는 분","• 스타트업 프론트 개발자로 총 4년 이상 경력을 가지신 분
• Android/iOS Native 앱 개발 경험이 있으신 분
• 디자인 패턴, 클린 아키텍처, OOP에 관심많으신 분
• codepush fastlane 등의 CI/CD 경험이 있으신 분
• 유닛테스트, UI테스트에 대한 경험이 많으신 분
• 어플리케이션 최적화에 대해 고민하는 것을 좋아하시는 분
• 데이터를 분석하는 것을 즐기고 데이터 기반 의사결정을 즐기시는 분
• 프로젝트 스프린트 경험이 있으신 분
• PRD, Tech Spec 문서 작성경험이 있으신 분
• 컴퓨터공학 관련 전공자이신 분
• 토이스토리가 인생 영화이신 분","경력
경력 4~8년","HTML5
CSS 3
JavaScript
React
React Native
redux-saga
TypeScript
Node.js
MySQL",https://www.jumpit.co.kr/position/9681,"제일 중요
• 인성은 기본, 너무 좋은 동료들 (누구와 일하는지가 중요하잖아요) 

기본 복지
• 연공서열 반대, 호칭은 ‘님’자로 통일
• 학력, 경력 무관 오직 실력과 업적/역량 성과 기반 연봉 및 보상 체계
• 출/퇴근 시간 선택이 가능한 시차 출근제
• 공유오피스 중에서도 최간지, Wework에서 근무하고 있어요 (페이워크는 서울시가 지원하는 서울핀테크랩 입주기업입니다)
• 여의도역 5호선/9호선 3번 출구, 3-1번 출구 바로 앞이에요 
• 음악 들으면서 일하는 근무 환경, 돌아가면서 DJ해요 
• 점심 지원(한도 1만2천원) 
• 야근시 택시비 지원(카카오T 비즈니스 계정 부여)
• 팀별 법인카드 지원
• 스프린트가 끝나는 회고날, 점심 외식과 법카로 쏘는 커피챗 해요
• 연차는 당연한 임직원의 권리, 눈치 안 보고 사용하세요 
• 휴무를 시간 단위로 자유롭게, 반반차, 반반반반차도 가능
• 생일 당일 날, 케이크 축하파티를 열어요
• 대표님이 군것질거릴 좋아해요, 간식 무한 지원, 매달 팀별로 돌아가면서 직접 간식을 주문해요
• 교육 프로그램, 도서 등 자기개발 적극 지원(6개월 이내 입사자, 인당 50만원, 1년 근속자 100만원 이상) 
• (청년)내일채움공제, 중소기업취업청년소득세감면 등 국가 연계지원 등 자격요견에 맞을 경우 지원 가능 
• 나는 일을 해치우고 집에 가겠다! 야근시 석식 지원해드려요
• 투자유치 등 회사에 기쁜 소식이 있을 경우, 개인/팀 성과에 따라 열심히 일한만큼 보상 프로그램이 빵빵해요 
• 종류별 테스트 스마트폰 지원 
• 34인치 와이드 커브 모니터(32인치 또는 27인치 4K모니터로 대체 가능)
• 애플 사옥의 기둥을 세웠어요, 맥북 프로(M1/M1 Pro/M1 Max), 매직마우스, 트랙패드 최신 장비를 지원합니다, 키보드는 매직키보드, 로지텍 MX Keys, 바밀로 등 15만원 한도 본인 취향의 타건감이 독특한 키보드 선택도 가능합니다"
판도라티비,"마감일
상시",Mobile(Flutter) 개발자 채용 [KMPlayer],크로스플랫폼 앱개발자,"• Android 또는 iOS App 개발 경력 3년 이상
• Restful API 연동 개발 경험이 있으신 분
• Flutter 기술 습득에 강한 욕구의 소유자
• 새로운 것에 도전하고 싶은 욕구가 강하신 분","• Flutter를 이미 습득하셨거나 개발 경험이 있으신 분
• 팀웍을 중시하시는 분
• 자부심과 책임강이 강하신 분","경력
경력 3~7년","iOS
Android OS
REST API
Flutter
Java
Swift",https://www.jumpit.co.kr/position/16637,"• 조식 지원: 아침은 왕처럼 먹으라는 말이 있다죠!
• 석식 지원: 야근을 하신다면 저녁은 드시고 하셔야죠!
• 통신비 지원: 매월 나가는 통신비에 보태세요!
• 종합건강검진 지원: 직원의 건강이 회사의 미래입니다. (대상자에 한함)
• 여름휴가비 지원: 기다리던 여름휴가! 더 즐겁고 알차게 보내세요!
• Early Bird 제도: 일찍 출근한 자! 일찍 퇴근하라! (월 1회 사용)
• 계절보급품 지급: 갑작스러운 비?, 추위? 우산과 핫팩이 준비되어있습니다!
• Family Day 제도: 매월 둘째 주 수요일은 5시 퇴근! 가족과 함께 의미있는 시간 보내세요! (대상자에 한함)
• 명절 (설, 추석) 선물: 고리타분한 햄세트, 참치세트 그만! 상품권으로 드립니다!
• 팀별 회식비 지원: 팀별로 자유롭게 회식을 즐기세요!
• 건물 내 각종 편의시설: 편의점, 구내식당, 카페, 풋살장까지! 세상에 이렇게 편할수가!
• 운동시설: 건물 내 피트니스센터&사우나 이용! 건강도 함께 챙기는 판도라人
• 사내 카페테리아: 커피와 간식은 마음껏 드세요!"
브레이브모바일,"마감일
상시","Mobile App Engineer(React, React-Native)",크로스플랫폼 앱개발자,"• React 또는 React Native를 활용한 1년 이상의 경험을 포함한 3년 이상의 개발 경험, 또는 이에 준하는 역량을 가지신 분
• Modern JavaScript(ES6) 기반의 JavaScript 생태계에 익숙하신 분
• 적극적이고 긍정적인 태도로 다양한 직무의 동료와 협업을 즐기시는 분
• Git을 이용한 버전 관리 및 협업 경험이 있으신 분
• 좋은 코드에 대해 고민하시는 분
• 트레이드 오프에 대해 고려하시는 분
• 강력한 문제 해결 능력과 세부 사항에 대한 주의력이 있으신 분","• 네이티브(iOS, Android) 기반 개발 및 출시 경험이 있으신 분
• TypeScript를 활용한 상용 서비스 개발 경험이 있으신 분
• 수준 높은 코드 리뷰 문화에 대한 관심이 있으신 분
• 애자일 환경에서의 개발 경험 또는 애자일 개발 환경에 대한 관심이 있으신 분
• 새로운 기술을 빠르게 배우고 이를 구성원들과 공유하는 것에 적극적이신 분

[미래의 동료에게 드리는 한 마디]
안녕하세요! 숨고 Mobile Chapter 는 React-Native 로 만들어진 숨고 App을 통해 숨고를 이용하는 고객과 고수에게 보다 더 나은 경험을 제공하기 위해 노력하고 있습니다.

Mobile Chapter의 구성원은 App.의 기능 개발 목적에 따라 각 스쿼드에 소속되어 업무를 진행합니다. 동시에 같은 레포지토리에서 호흡하는 챕터 동료들과 함께 더 나은 코드와 구조, 개발 방향을 끊임 없이 고민하고 있습니다!

Mobile Chapter 에 합류하게 된다면 
1. 유저와 만나는 최전선에서 유저의 경험을 개선하고 비지니스 목표를 달성하는 의미 있는 경험을 하실 수 있습니다.
2. 현재에 안주하지 않고 매번 더 나은 방법과 코드를 고민하는 동료와 함께 성장하는 경험을 매일 하실 수 있습니다.
3. 스스로 해야 할 일을 발굴하고, 주도적으로 방법을 찾는 자율적인 업무 환경을 경험하실 수 있습니다.

지금까지 해왔던 일보다 해야 할 일이 더 많은, 그리고 더 많은 일들을 하고 싶은 Mobile Chpater에서 개발에 대한 열정이 있고, 지속적인 성장, 팀워크를 중시하는 동료들과 함께 일하고 싶은 당신을 기다리고 있습니다!","경력
경력 3~15년","React
React Native
TypeScript
CircleCI
GitHub
Jest
Appium",https://www.jumpit.co.kr/position/15238,"⛱️ 근무 환경과 복지

1. 자율과 책임을 존중하는, 최적의 근무시간 
• 주 1회 리모트로 근무합니다
• 매년 명절 (설날, 추석) 전날 그리고 마지막 근무일에는 모두 조기퇴근합니다

2. 업무에 충분히 몰입할 수 있도록, 최고의 근무환경
• 루나랩 데스크, 노트북 등 최적의 업무 장비를 지원합니다 (포지션 별 상이)
• 무제한 커피, 음료, 간식을 제공하는 사내 편의점을 운영합니다
• 지하철 2호선 선릉역에서 도보 2분 거리 쾌적하고 트렌디한 오피스에서 일합니다

3. 개인의 성장과 팀의 성장 두 마리 토끼를, 아낌없는 성장지원
• 구성원 모두에게 연간 240만원 상당 복지카드를 지급합니다
• 전문성을 기를 수 있는 교육비, 도서비를 지원합니다 (최대 100만원)
• 숨고 서비스 이용 체험비를 지원합니다 (최대 100만원)
• 활발한 사내 스터디와 세미나를 권장하고 지원합니다

4. 더 큰 임팩트를 내기 위한 숨 고르기, 휴가&경조사 혜택
• 명절에는 구성원 모두에게 선물을 지급합니다
• 생일날 케익, 상품권을 지급하고, 조기퇴근 혜택을 드립니다
• 기쁨도 슬픔도 함께, 탄탄한 경조휴가와 경조금을 지원합니다
• 장기근속자는 10일의 refresh 휴가와 선물을 지급합니다

5. 아낌없는 다양한 지원을 위한, 다양한 사내 지원 제도
• 최대 500만원의 인재 추천 포상 제도를 운영합니다
• 매월 팀원과의 점심 맛집 탐방, 팀별 회식을 지원합니다
• 사내 동아리 활동비를 매월 지원합니다
• 각종 정부지원사업을 적극 운영합니다"
위메이드,"마감일
2023-09-13",블록체인 디파이 플랫폼 스마트 컨트랙트 전문 개발자,크로스플랫폼 앱개발자,"• Solidity 프로그래밍 언어에 능숙하신 분
• truffle또는 hardhat이나 자체 프레임워크 개발 경험이 있으신 분","• 관련 경력 3년 이상
• 서비스 플랫폼 개발 경험이 있으신 분
• 기본적인 Contract Audit 이 가능하시거나, audit을 받아보신분
• 주도적으로 업무를 계획하고 추진할 수 있는 분","경력
신입~10년","Solidity
Smartcontract
Defi
Blockchain
iOS
Android OS",https://www.jumpit.co.kr/position/17214,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요"
나우코딩랩스,"마감일
상시",React Native 앱개발자 채용,크로스플랫폼 앱개발자,"(자격요건 충족되지 않는 분은 지원하지 말아주세요)
• 3년 이상의 모바일 앱 개발 경력
• Javascript 또는 Typescript를 활용한 개발이 능숙하신 분
• 클라우드(AWS) 서비스 사용 경험 & CICD 구성 및 운영 경험(Github Action)
• Front User Flow 설계 경험","• TEST를 꼼꼼하게 진행하며 개발할 수 있는 분 
• 논리적 사고를 통한 협업이 가능한 분
• 팀웍을 중시하는 분
• 우리가 스스로 개발한 서비스에 대해 애착과 자부심을 느끼는 분","경력
경력 3~25년","react
react native
git
android os
ios
javascript
aws
typescript",https://www.jumpit.co.kr/position/15505,"• 쾌적한 근무환경 및 무한 음료, 스낵 제공
• 빠른 연봉 상승
• 자유로운 연차사용
• MAC 또는 PC 제공"
띵킹프렌즈,"마감일
상시",[신입] 프론트엔드 개발자(flutter) 모집,크로스플랫폼 앱개발자,"• flutter 사용이 능숙하신 분
• html, js 언어 숙련자
• 위 두가지 모두 충족하는 분
• (신입) 대졸 이상","• 관련학과 졸업
• 서비스 개발 경험 보유
• flutterflow 활용 개발 경험 보유
• 각 스토어(android, IOS) 업로드 경험 보유
• AWS, Firebase 서비스 연결 경험 보유","경력
신입","Flutter
C#
Python
Git
AWS
Firebase",https://www.jumpit.co.kr/position/16222,"• 일정기간 사내근무 후 희망 시 전면재택근무 전환 가능!
• 최상의 워라밸을 향한 근로조건(오전 10시 출근 오후 6시 퇴근)
• 업무메신져 활용으로 공-사 구분 확실!"
아토맘코리아,"마감일
상시",개발팀 flutter 개발자,크로스플랫폼 앱개발자,"• 디지털 헬스케어 서비스에 관심있으신 분
• Android, iOS, React Native 앱 개발 경력 2년 이상인 분
• Server-side에 대한 이해를 갖고 계신 분
• 좋은 UI/UX에 대한 안목을 갖추신 분
• ""코드 리뷰는 반드시 필요하다""라는 말에 동의하시는 분","• Flutter 앱 개발 실무 경력 1년 이상인 분
• Flutter 앱 개발 실무 경험은 없지만, 현재 열정적으로 Flutter를 학습 중이신 분
• 열정적인 개발자라는 것을 잘 표현해 주실 수 있는 분
• 자발적으로 학습하고 적극적으로 공유하는 것을 즐기는 분
• 새로운 것을 배우고 도전하는 것에 관심이 많은 분
• 개인이 운영하시는 블로그, Github 및 개인 포트폴리오 등을 제출하시는 분","경력
경력 2~3년","Flutter
React Native
iOS
Android OS",https://www.jumpit.co.kr/position/4532,"• 직원들의 복지를 제공하고자 성과에 따른 인센티브, 상여금, 도서지원금 등을 제공하고 있습니다."
