회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
아프리카티비,"마감일
상시",[아프리카TV] Global 스트리밍 플랫폼 LIVE 방송 서버 개발,서버/백엔드 개발자,"• 개발 경력 3년 이상 보유하신 분
• 하나 이상의 프로그래밍 언어에 능숙하신 분
• 네트워크 프로그래밍 경험이 있으신 분","• C, C++ 또는 Go 프로그래밍 경험이 있으신 분
• 대용량 트랜잭션 처리를 위한 아키텍쳐 구성에 대한 관심이 많으신 분
• 원활한 커뮤케이션이 가능하신 분
• 글로벌 서비스 개발 경험이 있으신 분
• 영어 커뮤니케이션이 가능하신 분","경력
경력 3~10년","C
C++
Go",https://www.jumpit.co.kr/position/17181,"• 더 크게 누려요
복지포인트, 명절포인트, 사내대여금, 성과급, 장기근속상, 자기계발 지원, 출퇴근 지원, 동호회

• 건강하고 즐겁게 일해요
주 35시간, 재택근무, 닉네임 소통, e-townhall meeting, 리프레쉬 휴가, 건강검진, 단체상해보험, 마음토닥 프로그램, 카페테리아, 휴양시설 지원, 전사행사, SEED 제도

• 가족을 응원해요
가족친화 경영, 경조사 지원, 부모님 생신선물, 본인생일축하

• 나누면 행복해요
1% 나눔운동, 사회공헌 콘텐츠"
아프리카티비,"마감일
상시",[아프리카TV] Global 스트리밍 플랫폼 미디어 서버 개발,서버/백엔드 개발자,"• 개발 경력 3년 이상 보유하신 분
• 하나 이상의 프로그래밍 언어에 능숙하신 분
• 네트워크 프로그래밍 경험이 있으신 분","• C, C++ 또는 Go 프로그래밍 경험이 있으신 분
• 대용량 트랜잭션 처리를 위한 아키텍쳐 구성에 대한 관심이 많으신 분
• 비동기 네트워크 서버 개발 경력을 보유하신 분
• ffmpeg 활용을 통한 개발 경험이 있으신 분
• 포맷 컨테이너 (MP4, MPEG2-TS) 개발 경험이 있으신 분
• 스트리밍 프로토콜 (RTMP, HLS 등) 개발 경험이 있으신 분
• 원활한 커뮤니케이션이 가능하신 분
• 글로벌 서비스를 개발한 경험이 있으신 분
• 영어 커뮤니케이션이 가능하신 분","경력
경력 3~10년","C
C++
Go
FFMPEG",https://www.jumpit.co.kr/position/17182,"• 더 크게 누려요
복지포인트, 명절포인트, 사내대여금, 성과급, 장기근속상, 자기계발 지원, 출퇴근 지원, 동호회

• 건강하고 즐겁게 일해요
주 35시간, 재택근무, 닉네임 소통, e-townhall meeting, 리프레쉬 휴가, 건강검진, 단체상해보험, 마음토닥 프로그램, 카페테리아, 휴양시설 지원, 전사행사, SEED 제도

• 가족을 응원해요
가족친화 경영, 경조사 지원, 부모님 생신선물, 본인생일축하

• 나누면 행복해요
1% 나눔운동, 사회공헌 콘텐츠"
에스앤피랩,"마감일
상시",Java/Spring 서버 개발자(10년 이상),서버/백엔드 개발자,"• 새로운 분야에 대한 학습을 두려워하지 않는 개발자
• 커뮤니케이션 및 협업에 능숙한 개발자","• 관련 학과 졸업생
• 관련 기술 자격증 소지자","경력
경력 10~15년","Java
Spring
Spring Data JPA
MySQL
Elasticsearch
WSL
AWS
Visual Studio Code",https://www.jumpit.co.kr/position/16369,"• 입사 웰컴키트 증정
• 생일 기념 쿠폰 증정
• 어학 및 체력단련 지원
• 자유로운 연차 사용
• 자유로운 출퇴근 복장 
• 자기계발 위한 도서구입비 지원
• 업무관련 교육 지원
• 최신장비 지원
• 아침식사 제공
• 사내편의점 운영
• 수습기간 급여 100% 지원"
스마트스코어,"마감일
상시",[골프IT플랫폼 스마트스코어] PHP 개발자,서버/백엔드 개발자,"• PHP/MYSQL/Javascript 개발 3년 이상 경력자
• SQL 사용 능숙자
• REST API 개발 경험자","• Modern PHP 개발 경험자
• Vue.js, React.js, Next.js 등 Javascript 프레임워크 개발 경험자
• Code Pipeline, Github Action, Envoy 등 CI/CD 구축 경험자
• Agile, DevOps, TDD에 대한 이해가 있는 분
• Git 사용 경험 및 소스 형상 관리에 대한 이해가 있는 분
• Redmine, Teams, Jira 등 협업도구 활용 경험자
• 기타 언어 개발 가능자 (Java, Kotlin, Go등) 
• 전산 관련학과 학사 이상","경력
경력 3~15년","PHP
MySQL
JavaScript
SQL
REST API",https://www.jumpit.co.kr/position/8498,"• 편리한 출퇴근(삼성역 2분 거리)
• Refresh Day: 주 1회 1시간 늦게 출근(10 to 6)
• Happy Day: 반기 1회, 본인 혹은 가족 생일 등 중요한 날 조기퇴근/상품권 지급
• 통신비 일부 지원
• 자사 골프장 그린피 할인
• 자사 의류 상시 할인
• Brand Day: 마켓, 부킹, 해외투어, 국내투어, 맥케이슨, 위드리치 등 자사서비스 비정기 할인 행사
• 골프레슨 지원: 레슨비/연습장비 일부 지원
• 종합건강검진 지원
• Get Together: 월 1회 파트단위 식사 혹은 문화생활 지원
• Sports Day: 연 1회 전직원이 단합하고 교류할 수 있는 체육행사/워크숍 진행
• 자유로운 연차 사용, 자율복장
• 동아리활동: 사내 동아리 지원, 활동비 지급
• 직무 관련 교육/세미나 일부 지원
• 헬스장 제휴 할인
• 명절 및 연말 조기 퇴근
• 명절 선물 지급
• 경조사 휴가 및 경조금 지원
• 고급 원두/커피머신, 스낵 자판기 설치
• 5년, 10년 장기근속자 격려 
• 연 1회 본인 희망 시 2주 무급휴가 활용 가능(연차와 붙여 사용 가능)
• 전 직급 '매니저'로 소통하는 수평적 조직 문화
• 강요 없는 회식 문화"
씨브이네트,"마감일
상시",Back-End 서버 개발,서버/백엔드 개발자,"• 경력 : 경력 5년 이상
• JAVA (Spring / Spring Boot), Node.js를 이용한 백엔드 시스템 개발 경험
• RDBMS 사용 경험(Oracle, MySQL, Maria DB 등)
• TCP Socket 서버 및 HTTP 웹 서버 백엔드 개발 경험","• 서버보안관련 경험 (TLS , 키 교환 알고리즘)
• Windows 서버 및 리눅스 서버 구축 경험
• Message Queuing을 이용한 개발 경험 ( RabbitMQ , MQTT , Kafka , JMS 등 )
• MSA(Micro Service Architecture) 시스템 개발 경험
• 닷넷( .Net) 개발 및 프론트엔드 개발 경험
• 금융권 서버 개발 또는 보안 프로그램 개발 경험
• 전공 : 정보통신공학, 전산한.컴퓨터공학, 전기.전자공학","경력
경력 5~10년","Java
MySQL
MariaDB
TCP/IP
Spring
Spring Boot
Node.js
Oracle",https://www.jumpit.co.kr/position/8492,"• 내 연차는 내가 결재해요.
• 수, 금요일은 시차출퇴근제를 운영하고 있어요."
발란,"마감일
상시",[솔루션플랫폼실] 백엔드 엔지니어 주니어,서버/백엔드 개발자,"• Node.js 백엔드 개발 및 운영 경험 (Node.js 14.x ~ 16.x, pm2)
• AWS의 다양한 서비스 (ec2, s3, cloudfront, rds 등) 사용 경험
• Linux 기본적인 관리 (기본 명령어, 쉘 스크립트 등)
• Git을 통한 협업 경험
• 외부 API 연동 경험 / RESTful 서비스 개발 경험
• html, css, js 등과 템플릿(bootstrap 등)을 이용한 화면 개발 경험
• 서비스의 설계부터 개발, 운영까지 참여한 경험","• 커머스 업계 內 개발 경력
• MySQL DB 설계, 관리 경험자(테이블 설계, 인덱스, 쿼리 튜닝, 백업 및 복구)
• MongoDB 사용 경험
• Front-end framework 개발 경험(Vue.js, nuxt.js)
• Linux, Web Server 관리에 대한 이해, scale out에 대한 이해
• 컴퓨터공학 전공자로서 자료구조, 네트워크, 운영체제, 알고리즘에 대한 이해

### **[기술스택]**

• Node.js 14, Vue.js, Bootstrap-Vue, Nuxt.js, MongoDB, Redis, MariaDB, AWS S3
• 검색엔진 : Elasticsearch
• 코드관리 : Github, BitBucket
• IDE : WebStorm
• Tools: NoSQL Booster, Heidisql, Xshell
• 커뮤니케이션 : Slack, Notion, Confluence, Jira
• 모니터링 : CloudWatch, 자체 모니터링 툴","경력
경력 3~7년","Node.js
AWS
GCP
Kubernetes",https://www.jumpit.co.kr/position/17237,"발라니어만을 위한 혜택 및 복지
발란은 평범한 팀원의 수를 늘리는 것보다 많은 시간을 들여 탁월한 인재를 소수 정예로 구성하는 것을 선호하고 탁월한 동료가 최고의 복지라고 생각합니다. 가파른 성장과 안정적 재무구조를 바탕으로 업계 최고 수준의 보상을 제안해 드리고 있습니다. 모두를 위한 복지 제도는 아래와 같습니다.

[Work & Life]
• 남들보다 빨리 가기 위해서는 잘 쉬는 것도 중요합니다 : 무제한 휴가 / 리프레시 휴가 (1주년 3일 / 2주년 5일 / 3주년 10일) / 보상 휴가 / 휴일 대체 / 기념일(생일, 결혼기념일) 특별 반차
• 열심히 일한 만큼, 쉴 때도 확실하게! : 사내 동호회 / 팀별 'Funday' 활동비 지원 / 안마 의자
• 발라니어의 '기쁨', '슬픔'을 함께 나눠요 : 경조사 지원

[Compensation]
• 성과에 대한 보상은 확실하게! : 성과에 따른 인센티브 제도 운영
• 발란의 고객 경험을 위하여! : 연간 100만 원 상당의 발란 몰 포인트 지급
• 역량을 충분히 발휘할 수 있는 '카페인'을 지원해 드립니다 : 커피 & 얼음 상시 제공

[Culture]
• '존중과 감사'는 발라니어의 기본 소양! : '님'으로 소통하는 수평적 조직문화, B-Thanks
• 회사 성장에 관한 성과와 지표는 투명하게 소통됩니다 : 전사 주간회의, 올핸즈데이 (타운홀 미팅)
• 당신의 성장을 지원합니다 : 교육비 및 업무 도서 지원"
이파피루스,"마감일
상시",백엔드 개발자,서버/백엔드 개발자,"• Java Application 개발 경험 5~10년
• Spring framework 3.x 이상의 환경에서의 API 설계 경험 보유자
• 주도적인 업무 수행 역량 보유자","• Java/Spring/자료구조/스레드 프로그래밍에 대한 깊은 이해도
• Spring Boot 및 Spring Cloud 어플리케이션 사용 경험
• 객체지향적 사고방식
• 큰 어려움 없이 해당 분야 영문 기술자료를 이해할 수 있는 수준의 영어 역량
• Jenkins 기반의 CI/CD 활용 경험
• Git/Git flow/AWS 사용 경험
• RESTful API 설계 또는 작성 경험
• ""읽기 좋은 코드가 좋은 코드""라는 가치관 보유자
• Java 1.6 이상의 JVM thread dump 분석 가능","경력
경력 5~10년","Java
Spring
JSP
Jenkins
Git
AWS
REST API
Spring Framework",https://www.jumpit.co.kr/position/3949,"[근무환경]
• 수평적인 조직문화, 복장/연차(시간단위) ""완전"" 자유
• 불필요한 야근/회식 강요없음
• 최고수준 개발장비, 풍족한 간식/음료 제공

[다양한 지원제도]
• 전월세 자금 대출, 암/실손보험 가입
• 내일채움공제 가입, 퇴직연금제도 시행
• 식대 지원, 경조사비/휴가 지원
• 사내 동호회 지원"
데이터메이커,"마감일
상시",Backend Engineer,서버/백엔드 개발자,"• 3년 이상의 Web Back-End 개발 경험이 있는 분
• 객체지향 프로그래밍 언어를 1개 이상 능숙하게 활용할 수 있는 분
• 웹 기반 프레임워크 (Django, Spring, Rails, Laravel, Node.js 등)를 1개 이상 능숙하게 활용할 수 있는 분
• Rest API 개발 경험 및 관련 지식이 있는 분
• PostgreSQL, MySQL 등 RDBMS 경험이 있는 분
• ORM 기반 비즈니스 설계 및 구현 경험을 보유하신 분
• 자료구조, 알고리즘, 데이터베이스, 네트워크 등 전산 지식을 활용한 문제 해결 경험이 있는 분
• 형상관리 도구(Git)를 통한 프로젝트 관리/협업 경험이 있는 분
• 동료와의 협업 및 코드 리뷰를 즐길 수 있는 분
• 문제해결을 위해 논리적인 사고를 바탕으로 끝없는 집념과 열정이 있는 분","• Python & Django Framework 사용 경험이 있는 분
• Django REST Framework 사용 경험이 있는 분
• 대용량의 데이터를 다루고 및 최적화한 경험이 있는 분
• 머신러닝, 딥 러닝 혹은 컴퓨터 비전 분야에 대한 지식/경험이 있는 분
• Linux 등 Unix 기반 OS를 이해하고 있는 분
• 웹 서비스를 기획 및 설계하거나, 개발 경험이 있는 분
• SSR 프론트엔드 개발에 대한 경험이나 지식이 있는 분
• Agile Scrum 방법론을 통한 개발 경험이 있는 분","경력
경력 3~15년","Python
Django
Django REST framework
PostgreSQL
Redis
Ubuntu",https://www.jumpit.co.kr/position/6835,"[보상]
• 경조금 및 경조휴가를 제공해 드려요.
• 성과에 기반한 성과급을 지급해 드려요.
• 장기근속자에게 휴가비와 특별 휴가를 제공해 드려요.
• 생일이 있는 달에는 상품권과 특별 휴가 1일을 제공해 드려요.
• 명절을 더 풍성하게 보낼 수 있도록 명절 귀향비를 지급해 드려요.

[근무 및 휴가]
• 매년 연말 혹은 연초에 특별 휴가를 제공해 드려요.
• 휴가 사유를 묻지 않아요. 연차, 반차, 반반차를 편하게 활용하세요.
• 매 달 특별휴가 1일을 받을 주인공을 추첨해요. 주인공이 되어보세요.
• 하이브리드 재택 근무를 운영하고 있어요. 주 2회까지 재택근무가 가능해요.
• 유연근무제를 실시하고 있어요. 생활 리듬에 맞게 출퇴근시간을 조정할 수 있어요.

[자기계발 지원]
• 업무능력 향상, 자기계발에 필요한 도서 및 강좌, 교육 비용을 지원해 드려요.

[업무 환경]
• 34"" 커브드 모니터, 최신 노트북 등 고급 장비를 지급해 드려요.
• 임직원의 평균 연령이 낮아 젊고 자유로운 분위기에서 근무할 수 있어요.
• 주차비를 지원해 드려요. 출근도 피곤한데 주차는 마음 편하게 해 봅시다.
• 불가피하게 야근을 해야 한다면 야근식대와 야근교통비를 지원해 드려요.
• 직원 라운지에 준비되어 있는 다양한 간식과 음료를 무제한으로 즐길 수 있어요.
• 편한 복장에서 업무의 능률이 나온다고 믿어요. 자율복장으로 편하게 출근하세요."
프렌즈몬,"마감일
상시",웹 개발자 채용,서버/백엔드 개발자,"• Java / spring 활용개발 3년이상 경력자 
• 웹 API 개발 및 연동 유경험자
• 컴퓨터 관련전공 및 유사 경험
• Java, mysql, mariaDB 가능
• Spring 기반 프로젝트 설계 및 구축
• 해당직무 근무경험","• 새로운 배움에 대해 거부가 없으신 분
• AWS 설정 / 개발 경험자 우대
• 에듀테크 관련 경력 우대
• 추천 알고리즘 이해
• 테스트와 리팩토링을 좋아하는 분","경력
경력 3~10년","Apache Tomcat
Spring
Java
AWS
Spring Boot
jQuery
Vue.js
MySQL
MariaDB",https://www.jumpit.co.kr/position/899,"• 자유로운 연차 사용 가능 (연차/반차/반반차)
• 탄력근무제 가능
• 경조사 지원
• 카페테리아, 자유복장 근무,
• 인센티브제
* 특별 : 월 1회 패밀리데이 운영(마지막주 금요일 오후 휴가, 13시까지 근무)"
이랜드이노플,"마감일
상시",이랜드그룹 그룹웨어 운영 및 개발,서버/백엔드 개발자,"[기술스택] JAVA Spring Framework, JavaScript , jQuery

• Web프로그래밍 개발 및 운영 경험 3년 이상
• 요구사항 분석 및 시스템 설계 경력 
• 그룹웨어 관련 시스템에 관심이 있는 분","• 그룹웨어 운영 및 개발 경험
• 다양한 트러블슈팅 경험
• SQL 사용 및 데이터 분석 스킬 소유자
• 윈도우 or 리눅스 환경의 WAS 운영 경험
• 긍정적이며 원활한 커뮤니케이션 스킬 소유자","경력
경력 3~5년","MSSQL
JavaScript
jQuery
ASP.NET
Java
Spring",https://www.jumpit.co.kr/position/7451,"[근무환경]
• 시차 출퇴근제 운영
　- 7-10시 사이, 내가 가장 몰입할 수 있는 시간에 출근합니다.
• 직급 없는 ‘님’ 소통
• 사내 라운지 카페/스낵바 운영
　- 무료 커피와 저렴한 가격의 간식을 라운지에서 즐기며 쉬어갈 수 있습니다.
• 문화 행사
• 자율 근무복장

[소중한 날 지원]
• 생일반차
　- 생일 선물을 함께 드립니다.
• 이사휴가
• 학부모 특별휴가
　- 자녀의 입학식, 졸업식, 운동회가 있는 날, 가족분들과 행복한 시간을 보내세요.
• 경조휴가 및 경조금 지원

[일과 삶의 성장 지원]
• 도서구매, 온라인 강의 지원
　- 직무역량 향상을 위한 실물도서 구매 및 전자책 열람을 지원해드립니다.
• 사내 벤처 활성화&기술 동아리 운영
• 복지포인트 지급
• 이랜드그룹 계열사 할인 혜택 제공
　- 패션/유통/외식/호텔 등 다양한 그룹 계열사 할인 혜택 제공

[건강한 몸과 마음 지원]
• 연 1회 건강검진 지원
• 자유로이 이용 가능한 사내 상담실 운영
• 단체상해보험 지원
　- 예기치 못한 상황에서도 함께, 힘을 보태드립니다."
패스트뷰,"마감일
상시",[자동차사업부] PHP 개발자,서버/백엔드 개발자,"• 만 3년 이상 php, Laravel framework, jquery base UI 개발 경력자 
• MySQL 사용 경험자
• ERD reading 가능자
• 업무 설계 경험 
※ 사용 기술: php, Laravel framework, javascript, mysql, jquery",• AWS 사용 경험 우대,"경력
경력 3~7년","AWS
php
jquery
jquery ui
javascript
mysql
Java
Laravel",https://www.jumpit.co.kr/position/15053,"""패스트뷰는 매년 트렌디한 인사제도와 혜택을 업데이트하고 있습니다.""

1. 우리는 파격적으로 보상해요.
• 공정하고 투명한 평가로 매월 KPI 달성에 따른 팀원들에게 상당한 인센티브를 지급해요.
• 매월 팀별 우수평가사원 MVP를 선정해 상여금을 지급해요.
• 개인의 빠른 역량 성장을 반영하여 6개월마다 연봉 인상을 검토하고, 업계 최고의 연봉으로 보상해요.
• 성과에 기여한 개인의 헌신과 노력을 보상하기 위해 특별 스톡옵션을 제공해요.
• 리더급들은 평가를 통해 급여 외에 특별 인센티브 수당을 지급해요. 
• 믿고 같이가는 지인 추천 인센티브로 500만원까지 지원해요.

2. 우리는 균형있게 일해요.
• 균형있는 삶을 위해 연차 외에 리프레시 휴가를 해마다 제공해요.
　- 1년 근무 : 유급휴가 1일
　- 2년 근무 : 유급휴가 2일
　- 3년 근무 : 유급휴가 3일 + 50만원
　- 4년 근무 : 유급휴가 4일
　- 5년 근무 : 유급휴가 5일 + 100만원
• 각종 경조사비와 경조휴가를 든든하게 제공해요.
• 이유불문 연차는 물론 반차, 반반차 등 자유롭게 사용이 가능해요.

3. 우리는 일할맛나게 즐겁게 일해요.
• 강남역 주변 다양한 맛집에서 할인을 받아요.
• 회사와 제휴되어 있는 각종 운동, 여행/레저/숙박, 자기개발/취미, 생활 서비스를 즐길 수 있어요.
• 내 생일만큼은 일찍(반반차) 나가서 오후부터 만끽할 수 있어요.
• 명절 연휴 전 날에는 무조건 점심 먹고 바로 집에 가요.(홈커밍 티켓 일찍 예매하세요!)
• 명절 선물로 연간 백화점 상품권 40만원을 지급해요.
• 출산 시에는 다양한 축하 선물이 준비돼있어요.
• 전사 공모전(네이밍 공모전, 로고 공모전, 퀴즈대회 등)을 개최해서 투표로 500만원 이상의 상금을 지급해요.
• 매월 소정의 상품을 타갈 수 있는 사내 미니 이벤트도 있고, 분기마다 쏟아지는 선물과 함께 메이저 이벤트도 준비돼있어요.

4. 우리는 최고의 대우를 해드려요.
• 에스프레소 머신, 고급 원두, 편의점급 무료 스넥룸을 무제한으로 제공해요.
　(당 충전을 위해 과일컵, 라면, 컵밥, 과자, 음료, 아이스크림 등)
• 묻지도 따지지도 않는 팀별 활동비 지급으로 팀원간 소통을 지향해요.
　(맛집탐방, 단체 마사지, 단체 관람 등)
• 업무 필요에 따라 법인 스마트폰 및 통신비를 지원해요.
• 자기계발 및 업무 관련 도서와 온라인 교육비를 지원해요.
• 직무 관련 컨퍼런스와 외부 강의, 세미나 등 참여를 지원해요.
• 청년중소기업 소득세 감면제도를 시행해요.

5. 우리는 일할맛나는 환경을 갖췄어요.
• 강남역 4번 출구 도보 4초 거리의 패스트파이브 강남2호점에 두개층을 사용해요.
• 22년 최신 사양의 MacBook Pro 혹은 LG그램/삼성갤럭시북, 듀얼모니터(세로포함) 등 아낌없이 지원해요.
• 카페같은 라운지, 소파 휴식 공간, 프라이빗한 폰부스, 다양한 회의실 등 사용 가능해요.
• 직급을 간소화하고 “님”자 호칭 사용으로 수평적인 커뮤니케이션 문화를 운영해요.
• 자유로운 근무 복장으로 편하게 일해요."
트럼피아,"마감일
상시","[TRUMPIA, 외국계] Java Backend 서비스 개발자 모집",서버/백엔드 개발자,"• Java에 대한 이해 
• 학사 이상 또는 동일 수준의 자격","• Spring Framework 개발 경험자 
• Code review, TDD & Pair Programming 에 대한 이해 
• 협업과 커뮤니케이션에 익숙하신 분","경력
경력 3~12년","Java
Spring Framework
Spring Data JPA
REST API
Docker
MariaDB
Elasticsearch",https://www.jumpit.co.kr/position/512,"• 자율출퇴근제 
• 재택근무 주 1회 시행 (코로나 비상상황시에도 재택근무 운영 중) 
• 복리후생(문화생활,체력단련,여행 등) 연 100만원 실비 지원 
• 식권대장 어플로 식대 지원 (연봉과 별개)
• 교육비 지원 : 어학 및 업무 관련
• 자유로운 연차 사용 (반차, 반반차 가능)
• 생일 선물 지급 (외식상품권 및 휴가) 
• 사내 추천 인센티브 제도 운영 
• 경조사 지원 - 각종 경조금, 경조휴가 지원 
• 장기 근속포상 지원 - 내규에 따라 휴가 및 상금 지원 
• 중소기업 청년 소득세 감면 시행
• 연 3회 성과 평가 후 인센티브 지급 
• 사내동호회비, 팀회식비 지원 
• 까페테리아 운영 (커피캡슐머신, 간식 지원)
• 건강검진시 추가검진비 지원
• 웰컴키트 지급"
에이스랩,"마감일
상시",[신입/경력] 서버 네트워크 엔지니어,서버/백엔드 개발자,"• 학사 이상 (컴퓨터 공학, 전자공학 등 이에 상응하는 전공)
• 네트워크(TCP/IP, UDP)관련 지식
• 프로그래밍 능력 (C/C++)","• 대용량 데이터 스트리밍 경험
• TCP/IP 혹은 UDP 통신 관련 프로젝트 경험
• Linux 상 프로그램 개발 능력","경력
신입~5년","C
C++
Socket.IO
Docker
Network
TCP/IP
Linux",https://www.jumpit.co.kr/position/14240,"[개발에만 몰두하도록 돕는 업무 환경]
• 자율 복장
• 역삼-선릉 걸어서 10분 이내
• 주5일 유연근로제 
• 최고사양 장비 지원 

[일하는 것만큼 중요한 쉼]
• 라운지와 수면실 운영
• 스타벅스, 폴바셋 원두커피와 과자, 음료수 등 간식 무제한 제공
• 자유로운 연차 사용
• 회사 리조트 지원 (대명, 한화, 마리나베이) 
• 직원 휴가비 지원 (한국관광공사) 
• 5년 근속 시 3주의 refresh 휴가

[함께 자라는 회사와 팀원]
• 직무능력 성장을 위한 교육과 세미나, 도서 전액 지원
• 직원 특허 출원/등록 시 포상금 지급
• 신입사원 1:1 멘토링 제도 운영
• 성과에 따른 인센티브 지급

[회사 밖 삶을 지원하는 에이스랩]
• 명절과 생일 선물 지급
• 건강검진 지원
• 경조사 지원 (휴가, 화환, 경조금)
• 전직원 상해보험 가입

[그 밖에도 .. ]
• 내일채움공제 등 정부지원 적극 지원
• 급여일 점심시간 2시간
• 동료 추천 시 사내추천포상금 지급 
• 퇴직연금 운영
• 주차장 월 정기권 50% 지원
• 운전면허증 취득 시 학원비 50% 지원
• 전동퀵보드 월정기권 지원"
한국에프앤비파트너스,"마감일
상시",KFP (푸짐) Back-end Engineer,서버/백엔드 개발자,"• 3년 이상의 백엔드 개발 경력을 갖고 계신 분
　- 현재 한국에프앤비 파트너스는 다음 기술 Stack를 활용해서 푸짐 서비스를 만들고, 운영해 가고 있습니다 : PHP 7.4 (Laravel 6), MySQL, AWS (Elastic Beanstalk)
　- 주어진 문제에 따라 가장 적합한 여러가지 도구를 도입 또는 변경할 수 있습니다.
• 비즈니스 방향성을 이해하고, 빠른 성과 달성을 목표로 제품 개발 방안을 고민하시는 분
• 복잡한 비즈니스 로직을 정확하고 빠르게 이해하며 기술 적자와 개발 속도 간의 균형을 맞출 수 있는 문제 해결 능력을 갖추신 분",• E-Commerce 도메인에 대한 깊은 이해도를 갖고 계시거나 관심이 많으신 분,"경력
경력 3~8년","PHP
Laravel
MySQL
AWS",https://www.jumpit.co.kr/position/16282,"• 채용 형태 : 정규직
• 근무 장소 : 서울특별시 강남구 강남대로94길 28
• 근무 방식
　- 주 5일 오피스 근무
　- 오전 10시 반 이전 자율 출근
　- 일 6시간, 주 40시간 기준 내 자율 근무
• 혜택 및 복지
　- [지원] 야근 시 식대 및 택시비 지원
　- [복지] 팀 회식비 월 3만원, 자기계발비 월 2만원 지원"
인플루엔셜,"마감일
상시",[윌라] 백엔드 개발자,서버/백엔드 개발자,"• 서버 API 개발 경력 5년 이상 또는 그에 준하는 역량 보유자
• B2C 서비스 구축 및 운영 경험
• 대용량 데이터처리, 멀티미디어 산업 등 첨단 기술의 실무 적용에 대한 관심
• 주도적으로 자신의 일을 찾아 문제를 해결하고 개선하고자 하는 의지
• 원활한 커뮤니케이션 능력","• 관련 학과(컴퓨터공학 등) 출신 우대
• Python 언어에 대한 경험
• 데이터 처리 배치 구현 경험
• React 기반 간단한 프론트엔드 개발 가능","경력
경력 5~15년","MySQL
Redis
Python
AWS
AWS Elastic Beanstalk
Azure Search
AWS Lambda
Flask
NGINX",https://www.jumpit.co.kr/position/622,"업무에만 집중할 수 있도록 최고의 대우와 복지를 제공합니다. 

[근무환경]
• 풍족하고 자유로운 연차 : 기본 연차 18개에서 시작합니다. 입사 2년부터는 매년 1일씩 추가! 눈치보지 않고 자유롭게 쓸 수 있는 분위기 덕에 다 쓰기 바빠요!
• 편리한 교통 : 강남역 8번 출구 초 근접한 위치! 조심하세요! 엎어지면 강남역에 코 닿아요~
• 건강한 휴게공간 : 음악이 나오는 쾌적한 캔틴, 신선한 과일과 질좋은 원두커피, 프리미엄 스낵류를 무제한 제공합니다.
• 집중도를 높이는 업무환경 : 대형 듀얼모니터, 개발자를 위한 맥PC 등 고급 사양의 장비는 물론, 업무에 필요한 모든 사무용품을 적극 지원합니다.
• 주52시간제 준수 : 인플루엔셜은 근로기준법상의 근로시간을 준수합니다. 초과 근무 시, 적법한 보상은 기본!
• 야근 식대/교통비 지원 : 남들보다 늦은 퇴근, 든든한 한끼로 속을 달래고 편히 귀가하세요.

[자기계발]
• 연 120만원의 자기계발비 : 월 10만원씩 건강관리 또는 직무 관련 학습과 도서구매에 자유롭게 사용할 수 있는 포인트가 부여됩니다.
• 윌라 프리패스 멤버십 : 언제 어디서나 마음의 양식을 쌓을 수 있는 최고의 복지! 인플루엔셜 직원들의 '귀호강'을 책임집니다.
• 각종 강연 참석기회 제공 : 흔치 않은 기회! 국내 명사들의 명강연에 초대합니다.
• 신간도서 제공 : 흥미있는 신간 도서를 누구보다 빠르게 받아볼 수 있습니다.

[경조사/명절]
• 경조수당 및 경조휴가 : 직원 여러분의 기쁨과 슬픔을 함께 나눕니다.
• 명절선물 : 민족 대명절에는 두 손 무겁게 귀가하세요!

[헬스케어]
• 종합건강검진 : 프리미엄 건강검진센터와 연계하여 종합건강검진을 지원합니다.
• 리커버리휴가 : 건강검진 당일 충분한 휴식을 위한 유급휴가가 주어집니다.

[다양한 이벤트]
• 인플루엔셜 어워즈 (송년회 또는 신년회) : 매년 연말 또는 연초, 구성원들의 크고 작은 경사를 함께 축하하는 자리를 가집니다.
• 워크샵 : 인플루엔셜을 움직이는 다양한 아이디어가 이 자리에서 나와요!"
